0.000000000000000000e+00,2.040816326530612290e+00,4.081632653061224580e+00,6.122448979591837315e+00,8.163265306122449161e+00,1.020408163265306101e+01,1.224489795918367463e+01,1.428571428571428648e+01,1.632653061224489832e+01,1.836734693877551194e+01,2.040816326530612201e+01,2.244897959183673564e+01,2.448979591836734926e+01,2.653061224489795933e+01,2.857142857142857295e+01,3.061224489795918302e+01,3.265306122448979664e+01,3.469387755102040671e+01,3.673469387755102389e+01,3.877551020408163396e+01,4.081632653061224403e+01,4.285714285714286120e+01,4.489795918367347127e+01,4.693877551020408134e+01,4.897959183673469852e+01,5.102040816326530859e+01,5.306122448979591866e+01,5.510204081632652873e+01,5.714285714285714590e+01,5.918367346938775597e+01,6.122448979591836604e+01,6.326530612244898322e+01,6.530612244897959329e+01,6.734693877551021046e+01,6.938775510204081343e+01,7.142857142857143060e+01,7.346938775510204778e+01,7.551020408163265074e+01,7.755102040816326792e+01,7.959183673469388509e+01,8.163265306122448806e+01,8.367346938775510523e+01,8.571428571428572241e+01,8.775510204081632537e+01,8.979591836734694255e+01,9.183673469387755972e+01,9.387755102040816269e+01,9.591836734693877986e+01,9.795918367346939704e+01,1.000000000000000000e+02
5.160000000000000142e-01,5.158269774778663219e-01,5.158337440352163128e-01,5.159768831213462636e-01,5.160232566184415059e-01,5.159194214523350475e-01,5.158416904603070341e-01,5.159004629245879103e-01,5.159879081991279870e-01,5.159707205979560118e-01,5.158904988195119889e-01,5.158752143723650541e-01,5.159372629738683269e-01,5.159731934277261844e-01,5.159341291986609956e-01,5.158892865021037499e-01,5.159056111943515210e-01,5.159495289236029070e-01,5.159520417570037099e-01,5.159158868567608192e-01,5.159003392314670533e-01,5.159250893091139600e-01,5.159474015361004140e-01,5.159347820772711701e-01,5.159112530778364736e-01,5.159131717218137236e-01,5.159337495392248840e-01,5.159397647830943345e-01,5.159246199515643561e-01,5.159139170983803035e-01,5.159227305435792887e-01,5.159350377733116222e-01,5.159321622338385316e-01,5.159207017503819603e-01,5.159188743378783082e-01,5.159278730846038608e-01,5.159327556165177464e-01,5.159269680640888867e-01,5.159206953464103851e-01,5.159232529376079901e-01,5.159294993832417298e-01,5.159296591490825090e-01,5.159244419121918890e-01,5.159223690004167695e-01,5.159260053309656646e-01,5.159291057723983664e-01,5.159271855385502148e-01,5.159238533173599039e-01,5.159242365159907306e-01,5.159271940615247631e-01
6.570000000000000319e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.346316781998958389e-03,1.489743975328609296e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.224507509523429204e-03,5.005417432309005070e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.418954031622258634e-04,7.870012738966965108e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.161771173990717344e-04,3.514415712717332317e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.054605754482304720e-04,3.855293317279885720e-04,5.385241500879241948e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.989416305833886789e-04,2.080803743433697517e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.764158751232123375e-04,6.636829954717391583e-05,0.000000000000000000e+00,0.000000000000000000e+00,6.703105782349738976e-05,1.112130033421698642e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.520075691209770824e-05,4.823382963002554382e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.708893855659042397e-05,5.506273189664177164e-05,5.991994867548533973e-06,0.000000000000000000e+00,0.000000000000000000e+00,2.940422283539697340e-05
6.570000000000000319e-04,9.285950582130704002e-05,0.000000000000000000e+00,0.000000000000000000e+00,3.686341009298394183e-04,3.891426476211843092e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.284676479756383537e-04,1.249481413043914974e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.235754542335609839e-04,2.076725494437253803e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.396859520249808914e-04,9.037586729575097886e-05,0.000000000000000000e+00,0.000000000000000000e+00,3.112962655929641618e-05,1.025787557147706886e-04,1.153494180089870735e-05,0.000000000000000000e+00,0.000000000000000000e+00,5.446137786659039975e-05,5.432535537938648759e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.152784444051737729e-06,4.730414618068392424e-05,1.648414073572729841e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.869888750166141849e-05,2.933318343475519387e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.033865099557642284e-05,1.238357090197231305e-05,0.000000000000000000e+00,0.000000000000000000e+00,4.988964874791920178e-06,1.464515702040369286e-05,1.201295199370314856e-06,0.000000000000000000e+00,0.000000000000000000e+00
6.570000000000000319e-04,7.662346553675412376e-04,5.749078701197579732e-04,3.199671891008433228e-04,3.115804775554002217e-04,4.569732469594907842e-04,4.580033755600821234e-04,2.815321233458486453e-04,1.663527123870460098e-04,2.285947904823091268e-04,3.092612721184919301e-04,2.508620751881578625e-04,1.287889173068791789e-04,1.036666695114576194e-04,1.711514090558718319e-04,1.937297768085384617e-04,1.237751574739675816e-04,5.947687696221146494e-05,7.729828314246722668e-05,1.225355373322588792e-04,1.101472357271045174e-04,5.460703184574042132e-05,3.295280428077734596e-05,6.144297997250639442e-05,8.095392227455559028e-05,5.570450838360780846e-05,2.225047192676624956e-05,2.429285079784298507e-05,4.711156230430805250e-05,4.827668852233748192e-05,2.440840217721581353e-05,1.002615846457315747e-05,2.074762248757706506e-05,3.317940372466447350e-05,2.541054855066571559e-05,9.024978908937280207e-06,6.794331965925159157e-06,1.736049025558432480e-05,2.096357664707678439e-05,1.139166604234005152e-05,3.001577222229503944e-06,6.352932656184009084e-06,1.322654732177938163e-05,1.163396744470453234e-05,4.051119397203853736e-06,1.510877429256584046e-06,6.007995559002404299e-06,8.953384089576670932e-06,5.465867706993777174e-06,9.728029548649722028e-07
6.570000000000000319e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.394665066816324857e-03,2.743207463903515105e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.389072143359677667e-04,2.911942521159589271e-03,1.552285354491562009e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.554260950133779613e-03,1.979076590853076287e-03,4.167220914494403723e-04,0.000000000000000000e+00,2.849964852300929021e-04,1.392836488526122277e-03,9.992556538346000685e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.609927422727877889e-04,9.554720494622004649e-04,3.333441270904476074e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.623872573135323735e-04,5.223906069970627114e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.571398136746734976e-04,4.255975602832460657e-04,2.082113173978065535e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.072381014198616009e-04,2.575968300820611029e-04,3.013474547457396400e-05,0.000000000000000000e+00,2.372174431100303464e-05,1.800583778681908147e-04,1.193708400551186515e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.761133746658660364e-05,1.217076013614096084e-04,3.140163582477800030e-05,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.452517748365705613e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.385646985635234451e-05,1.960019522650845853e-04,0.000000000000000000e+00,1.608421654690412358e-04,7.518792454912505939e-04,1.143044490620815420e-03,1.090256995077492795e-03,1.019120068236452825e-03,1.294108954195798307e-03,1.691944187036189184e-03,1.823025417656201110e-03,1.732479055511766284e-03,1.767272056801161067e-03,2.019429872210568196e-03,2.231419121083556053e-03,2.231152987718963178e-03,2.173399940009416997e-03,2.262024725281211023e-03,2.443039606540262174e-03,2.525220581549690677e-03,2.484054382415937755e-03,2.472715557750416494e-03,2.569496350788094425e-03,2.674794678837250604e-03,2.686142596921806125e-03,2.650161614648903659e-03,2.671197929077804862e-03,2.749074572080396298e-03,2.796025590935557591e-03,2.779996839901810284e-03,2.763533002710398187e-03,2.797243340999415375e-03,2.847386344467719467e-03,2.858929743208333488e-03,2.840162289038418875e-03,2.840849723324117507e-03,2.872658256747668420e-03,2.898049902764674845e-03,2.893393179763683720e-03,2.881726223619722818e-03
1.000000000000000048e-04,3.517996337085731451e-01,6.560734992814862832e-01,9.191766040182606234e-01,1.146011517006808145e+00,1.341739459835575188e+00,1.511509312668698701e+00,1.658851399888646272e+00,1.785817645418225741e+00,1.894812595450733106e+00,1.989114214097641664e+00,2.071364017074879715e+00,2.142652923324509295e+00,2.203672368007110194e+00,2.256012745142115250e+00,2.301635347992935454e+00,2.341567506373449348e+00,2.375934916382595130e+00,2.405150736384614518e+00,2.430348852558242623e+00,2.452531616253766700e+00,2.471902737485670354e+00,2.488373959565549409e+00,2.502340268493727482e+00,2.514544026682378863e+00,2.525372453587547916e+00,2.534723816606202274e+00,2.542565206384764576e+00,2.549260100130916307e+00,2.555221127537784298e+00,2.560508623043308951e+00,2.564981253571345654e+00,2.568696409475329290e+00,2.571934282931530813e+00,2.574870509479656011e+00,2.577436960120405018e+00,2.579549442512684809e+00,2.581311927260702799e+00,2.582901274653536028e+00,2.584353158045608279e+00,2.585581367181578383e+00,2.586566981703137369e+00,2.587413252344655135e+00,2.588206854621414976e+00,2.588920651983027454e+00,2.589495456128177331e+00,2.589953087822211675e+00,2.590369715792380401e+00,2.590770760171252185e+00,2.591114823972144876e+00
1.000000000000000048e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.392802597661298299e-05,1.715970241542580450e-05,0.000000000000000000e+00,0.000000000000000000e+00,4.356985246426951205e-06,1.821220504268923596e-05,3.027067190979775700e-06,0.000000000000000000e+00,0.000000000000000000e+00,9.098716093538915877e-06,1.002261649059174725e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.265840566307157547e-06,3.346378744157288753e-06,0.000000000000000000e+00,0.000000000000000000e+00,2.995269137842429005e-06,5.303910703790502518e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.490774115241130707e-06,2.360325149166693270e-06,0.000000000000000000e+00,0.000000000000000000e+00,7.197581822828606214e-07,2.601872955932254484e-06,3.528255275980846606e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.347989638671360378e-06,1.400562715845168778e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.192417008572195193e-06,4.447071030553621159e-07,0.000000000000000000e+00,0.000000000000000000e+00,4.560435209327452796e-07,7.537094524479950521e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000048e-04,4.937177070768196917e-04,3.306666055629553253e-06,0.000000000000000000e+00,0.000000000000000000e+00,2.661183773608364559e-04,2.489475072434753182e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.311699211459923911e-04,6.220183141320314560e-05,0.000000000000000000e+00,0.000000000000000000e+00,9.241608029983644588e-05,1.400582597857824379e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.011169055627160127e-04,5.488955002932178052e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.490309861494158629e-05,7.171413176383769966e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.058384761653863762e-05,3.572345443930963866e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.138460819309899927e-06,3.401529927132568315e-05,8.559153816107709035e-06,0.000000000000000000e+00,0.000000000000000000e+00,1.447143555818726594e-05,2.018232801341552615e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500785554093836004e-05,7.713306849294136511e-06,0.000000000000000000e+00,0.000000000000000000e+00,4.158959023923086787e-06,1.039971843711121246e-05,0.000000000000000000e+00,0.000000000000000000e+00
