Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-07-16 04:30:42,32.3182,-86.9023,557578,11439,,,1.0,11371.751218850603,2707472.0,,2.051551531803622,84000001.0,USA,55218.6384972217,
Alaska,US,2021-07-16 04:30:42,61.3707,-152.4044,72153,381,,,2.0,9863.097963898324,2421666.0,,0.5280445719512702,84000002.0,USA,331034.4544764847,
American Samoa,US,2021-07-16 04:30:42,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-07-16 04:30:42,33.7298,-111.4312,904865,18083,,,4.0,12431.655194177763,10431950.0,,1.9984196537605057,84000004.0,USA,143321.27488951696,
Arkansas,US,2021-07-16 04:30:42,34.9697,-92.3731,361238,5981,,,5.0,11970.227357376423,3188604.0,,1.6556951372779165,84000005.0,USA,105659.74463550316,
California,US,2021-07-16 04:30:42,36.1162,-119.6816,3849540,64043,,,6.0,9742.656088977834,71222071.0,,1.6636533196174088,84000006.0,USA,180253.26238921052,
Colorado,US,2021-07-16 04:30:42,39.0598,-105.3111,564686,6872,,,8.0,9805.728201466432,9225382.0,,1.2169595137828808,84000008.0,USA,160198.03651356825,
Connecticut,US,2021-07-16 04:30:42,41.5978,-72.7554,350536,8282,,,9.0,9831.915354920937,8907373.0,,2.362667457836,84000009.0,USA,249836.0721030313,
Delaware,US,2021-07-16 04:30:42,39.3185,-75.5071,110231,1696,,,10.0,11320.093985811758,1923621.0,,1.53858714880569,84000010.0,USA,197544.88767298847,
Diamond Princess,US,2021-07-16 04:30:42,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-07-16 04:30:42,38.8974,-77.0268,49615,1145,,,11.0,7030.1197734605375,1693725.0,,2.307769827673083,84000011.0,USA,239989.7130566249,
Florida,US,2021-07-16 04:30:42,27.7663,-81.6868,2404895,38157,,,12.0,11197.152660915814,24335454.0,,1.5866389177074258,84000012.0,USA,113305.48465138575,
Georgia,US,2021-07-16 04:30:42,33.0406,-83.6431,1144890,21546,,,13.0,10783.125057747064,9258571.0,,1.881927521421272,84000013.0,USA,87201.67784593305,
Grand Princess,US,2021-07-16 04:30:42,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-07-16 04:30:42,13.4443,144.7937,8473,142,,,66.0,5159.259326915466,170589.0,,1.675911719579842,316.0,GUM,103872.6412509362,
Hawaii,US,2021-07-16 04:30:42,21.0943,-157.4983,38819,522,,,15.0,2741.7026397866475,1768342.0,,1.3447023364847108,84000015.0,USA,124894.19947565881,
Idaho,US,2021-07-16 04:30:42,44.2405,-114.4788,196695,2169,,,16.0,11006.594611835608,810526.0,,1.1027224891329217,84000016.0,USA,45355.149365020305,
Illinois,US,2021-07-16 04:30:42,40.3495,-88.9861,1399270,25783,,,17.0,11042.37504617529,26218311.0,,1.8426036433283068,84000017.0,USA,206902.47281744273,
Indiana,US,2021-07-16 04:30:42,39.8494,-86.2583,759618,13939,,,18.0,11283.322779606546,10994218.0,,1.8350012769576287,84000018.0,USA,163307.4919279958,
Iowa,US,2021-07-16 04:30:42,42.0115,-93.2105,375278,6158,,,19.0,11894.442912518582,1506131.0,,1.640916866962625,84000019.0,USA,47736.84894471439,
Kansas,US,2021-07-16 04:30:42,38.5266,-96.7265,323302,5197,,,20.0,11097.396298510903,1461815.0,,1.6074753635919357,84000020.0,USA,50177.049229846154,
Kentucky,US,2021-07-16 04:30:42,37.6681,-84.6701,469214,7281,,,21.0,10502.424864129493,5548519.0,,1.5517439803586424,84000021.0,USA,124192.59422074983,
Louisiana,US,2021-07-16 04:30:42,31.1695,-91.8678,494340,10821,,,22.0,10633.725650136355,7268256.0,,2.1889792450540115,84000022.0,USA,156347.13002985288,
Maine,US,2021-07-16 04:30:42,44.6939,-69.3819,69374,877,,,23.0,5160.941875239918,2377691.0,,1.264162366304379,84000023.0,USA,176883.63145099138,
Maryland,US,2021-07-16 04:30:42,39.0639,-76.8021,463665,9773,,,24.0,7669.360601288854,11021803.0,,2.107771774880571,84000024.0,USA,182308.7394635508,
Massachusetts,US,2021-07-16 04:30:42,42.2302,-71.5301,711943,18017,,,25.0,10329.237433774058,24144968.0,,2.530680124672902,84000025.0,USA,350307.689383668,
Michigan,US,2021-07-16 04:30:42,43.3266,-84.5361,1002488,21092,,,26.0,10038.073039395678,14394909.0,,2.10396533424839,84000026.0,USA,144138.53127165034,
Minnesota,US,2021-07-16 04:30:42,45.6945,-93.9002,607278,7725,,,27.0,10768.043021246776,9544015.0,,1.2720697934059857,84000027.0,USA,169231.16614701098,
Mississippi,US,2021-07-16 04:30:42,32.7416,-89.6787,326270,7460,,,28.0,10962.824777926106,2006545.0,,2.286449872804732,84000028.0,USA,67420.85157698758,
Missouri,US,2021-07-16 04:30:42,38.4561,-92.2884,647237,9882,,,29.0,10545.736748357782,5850522.0,,1.5267977572357576,84000029.0,USA,95325.3056492068,
Montana,US,2021-07-16 04:30:42,46.9219,-110.4544,114576,1686,,,30.0,10720.28054469684,1481825.0,,1.4715123586091328,84000030.0,USA,138646.6600173282,
Nebraska,US,2021-07-16 04:30:42,41.1254,-98.2681,225711,2270,,,31.0,11668.22097509936,3091118.0,,1.0057108426261898,84000031.0,USA,159796.58893056688,
Nevada,US,2021-07-16 04:30:42,38.3135,-117.0554,342230,5752,,,32.0,11110.800881513791,3598816.0,,1.680741022119627,84000032.0,USA,116838.7575174764,
New Hampshire,US,2021-07-16 04:30:42,43.4525,-71.5639,99875,1381,,,33.0,7345.310878561694,2090659.0,,1.3827284105131414,84000033.0,USA,153757.59996057986,
New Jersey,US,2021-07-16 04:30:42,40.2989,-74.521,1027460,26529,,,34.0,11567.642664703188,14600618.0,,2.581998325968894,84000034.0,USA,164380.83400602778,
New Mexico,US,2021-07-16 04:30:42,34.8405,-106.2485,207002,4372,,,35.0,9872.145034239797,3718701.0,,2.1120568883392434,84000035.0,USA,177348.79668299132,
New York,US,2021-07-16 04:30:42,42.1657,-74.9481,2123452,53550,,,36.0,10915.492541442669,59775368.0,,2.531679548207353,84000036.0,USA,307272.1133164257,
North Carolina,US,2021-07-16 04:30:42,35.6301,-79.8064,1021853,13519,,,37.0,9742.990235394758,12629275.0,,1.3229887273414085,84000037.0,USA,120415.46387309635,
North Dakota,US,2021-07-16 04:30:42,47.5289,-99.784,110958,1567,,,38.0,14560.232631990571,1594491.0,,1.4122460750914758,84000038.0,USA,209233.76313213358,
Northern Mariana Islands,US,2021-07-16 04:30:42,15.0979,145.6739,183,2,,,69.0,331.8584070796461,17542.0,,1.0928961748633879,580.0,MNP,31811.25779776585,
Ohio,US,2021-07-16 04:30:42,40.3888,-82.7649,1115789,20541,,,39.0,9545.550983394787,13817054.0,,1.8292885124338023,84000039.0,USA,118204.60086747484,
Oklahoma,US,2021-07-16 04:30:42,35.5653,-96.9289,463857,7417,,,40.0,11722.527155240712,4163360.0,,1.5989841696902278,84000040.0,USA,105215.83301975172,
Oregon,US,2021-07-16 04:30:42,44.572,-122.0709,211631,2810,,,41.0,5017.6433476056,5532930.0,,1.3277827917460108,84000041.0,USA,131182.43266472046,
Pennsylvania,US,2021-07-16 04:30:42,40.5908,-77.2098,1219722,27782,,,42.0,9527.597625650202,14782387.0,,2.2777321389628127,84000042.0,USA,115469.45556663108,
Puerto Rico,US,2021-07-16 04:30:42,18.2208,-66.5901,141284,2560,,,72.0,4423.8427350898355,415664.0,,1.8119532289572773,630.0,PRI,13015.147975980166,
Rhode Island,US,2021-07-16 04:30:42,41.6809,-71.5118,152927,2736,,,44.0,14435.777794349611,4534283.0,,1.7890889117029694,84000044.0,USA,428020.5708913204,
South Carolina,US,2021-07-16 04:30:42,33.8569,-80.945,601232,9865,,,45.0,11677.323696752237,6751568.0,,1.6407975623386646,84000045.0,USA,131131.15236154114,
South Dakota,US,2021-07-16 04:30:42,44.2998,-99.4388,124764,2041,,,46.0,14103.061179505325,826336.0,,1.6358885575967426,84000046.0,USA,93407.29026664511,
Tennessee,US,2021-07-16 04:30:42,35.7478,-86.6923,872934,12628,,,47.0,12782.424345901863,8273902.0,,1.4466156662473908,84000047.0,USA,121155.23780767631,
Texas,US,2021-07-16 04:30:42,31.0545,-97.5635,3032699,52763,,,48.0,10459.068306977808,26040800.0,,1.7398033896539022,84000048.0,USA,89808.61798956893,
Utah,US,2021-07-16 04:30:42,40.15,-111.8624,421950,2410,,,49.0,13161.432557756529,3629118.0,,0.5711577201090177,84000049.0,USA,113199.17478644448,
Vermont,US,2021-07-16 04:30:42,44.0459,-72.7107,24529,258,,,50.0,3930.998783632404,1750378.0,,1.0518162175384238,84000050.0,USA,280514.2398343561,
Virgin Islands,US,2021-07-16 04:30:42,18.3358,-64.8963,4119,32,,,78.0,3839.914979304173,134334.0,,0.7768875940762321,850.0,VIR,125232.12887347578,
Virginia,US,2021-07-16 04:30:42,37.7693,-78.17,684054,11471,,,51.0,8014.205111604812,7806275.0,,1.6769143956471273,84000051.0,USA,91456.36018149572,
Washington,US,2021-07-16 04:30:42,47.4009,-121.4905,459306,6036,,,53.0,6031.680287562806,7843876.0,,1.3141565753549922,84000053.0,USA,103007.04159598828,
West Virginia,US,2021-07-16 04:30:42,38.4912,-80.9545,164843,2917,,,54.0,9198.073595525368,3092316.0,,1.7695625534599588,84000054.0,USA,172548.12244754474,
Wisconsin,US,2021-07-16 04:30:42,44.2685,-89.6165,679604,8198,,,55.0,11672.163222459883,9161248.0,,1.2062907222441304,84000055.0,USA,157343.95615304526,
Wyoming,US,2021-07-16 04:30:42,42.756,-107.3025,63455,760,,,56.0,10963.976370129882,800358.0,,1.1976991568828304,84000056.0,USA,138288.64864304487,
