Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-07-21 04:31:08,32.3182,-86.9023,562311,11460,,,1.0,11468.28031167496,2719237.0,,2.0380181074174257,84000001.0,USA,55458.58457308872,
Alaska,US,2021-07-21 04:31:08,61.3707,-152.4044,72899,381,,,2.0,9965.073918897675,2437301.0,,0.5226409141414834,84000002.0,USA,333171.711924762,
American Samoa,US,2021-07-21 04:31:08,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-07-21 04:31:08,33.7298,-111.4312,910436,18117,,,4.0,12508.193408261372,10511564.0,,1.9899257059255129,84000004.0,USA,144415.0665563725,
Arkansas,US,2021-07-21 04:31:08,34.9697,-92.3731,367007,6007,,,5.0,12161.392853876529,3212274.0,,1.636753522412379,84000005.0,USA,106444.0898083507,
California,US,2021-07-21 04:31:08,36.1162,-119.6816,3875420,64144,,,6.0,9808.154808196949,71939853.0,,1.655149635394357,84000006.0,USA,182069.86987292516,
Colorado,US,2021-07-21 04:31:08,39.0598,-105.3111,567215,6889,,,8.0,9849.644088563879,9292326.0,,1.2145306453461209,84000008.0,USA,161360.51383498046,
Connecticut,US,2021-07-21 04:31:08,41.5978,-72.7554,351302,8282,,,9.0,9853.400301294118,8949328.0,,2.357515755674605,84000009.0,USA,251012.8357128052,
Delaware,US,2021-07-21 04:31:08,39.3185,-75.5071,110457,1697,,,10.0,11343.302894746572,1932114.0,,1.5363444598350489,84000010.0,USA,198417.07025521586,
Diamond Princess,US,2021-07-21 04:31:08,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-07-21 04:31:08,38.8974,-77.0268,49827,1146,,,11.0,7060.158781663169,1701958.0,,2.299957854175447,84000011.0,USA,241156.27510630552,
Florida,US,2021-07-21 04:31:08,27.7663,-81.6868,2450344,38388,,,12.0,11408.76247809534,24335454.0,,1.566637174209009,84000012.0,USA,113305.48465138575,
Georgia,US,2021-07-21 04:31:08,33.0406,-83.6431,1150835,21571,,,13.0,10839.117929086937,9313373.0,,1.8743781688947592,84000013.0,USA,87717.82945824048,
