Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-07-24 04:31:01,32.3182,-86.9023,567243,11472,,,1.0,11568.867990907951,2729728.0,,2.022413674562753,84000001.0,USA,55672.54753797786,
Alaska,US,2021-07-24 04:31:01,61.3707,-152.4044,73753,384,,,2.0,10081.813148883528,2447264.0,,0.5206567868425691,84000002.0,USA,334533.62404226675,
American Samoa,US,2021-07-24 04:31:01,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-07-24 04:31:01,33.7298,-111.4312,914132,18144,,,4.0,12558.971587987278,10555634.0,,1.9848337001658405,84000004.0,USA,145020.53040391597,
Arkansas,US,2021-07-24 04:31:01,34.9697,-92.3731,372313,6041,,,5.0,12337.216068372896,3241726.0,,1.6225595130978503,84000005.0,USA,107420.03125451488,
California,US,2021-07-24 04:31:01,36.1162,-119.6816,3894556,64228,,,6.0,9856.585391310433,72268108.0,,1.649173872451699,84000006.0,USA,182900.63811393245,
Colorado,US,2021-07-24 04:31:01,39.0598,-105.3111,569289,6910,,,8.0,9885.658936266569,9338156.0,,1.2137947509964184,84000008.0,USA,162156.34819863248,
Connecticut,US,2021-07-24 04:31:01,41.5978,-72.7554,352037,8286,,,9.0,9874.01575244854,8974768.0,,2.3537298636222896,84000009.0,USA,251726.382756844,
Delaware,US,2021-07-24 04:31:01,39.3185,-75.5071,110638,1698,,,10.0,11361.890560751886,1935662.0,,1.5347349012093494,84000010.0,USA,198781.4295866349,
Diamond Princess,US,2021-07-24 04:31:01,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-07-24 04:31:01,38.8974,-77.0268,49973,1146,,,11.0,7080.846023161209,1710190.0,,2.2932383487083023,84000011.0,USA,242322.69546255114,
Florida,US,2021-07-24 04:31:01,27.7663,-81.6868,2523510,38670,,,12.0,11749.422204024568,24335454.0,,1.5323894099884685,84000012.0,USA,113305.48465138575,
Georgia,US,2021-07-24 04:31:01,33.0406,-83.6431,1157705,21614,,,13.0,10903.822895631078,9352540.0,,1.8669695647855025,84000013.0,USA,88086.7231153925,
Grand Princess,US,2021-07-24 04:31:01,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-07-24 04:31:01,13.4443,144.7937,8501,143,,,66.0,5176.308690913298,173583.0,,1.6821550405834609,316.0,GUM,105695.70538699011,
Hawaii,US,2021-07-24 04:31:01,21.0943,-157.4983,40125,527,,,15.0,2833.9426162816976,1806890.0,,1.3133956386292835,84000015.0,USA,127616.76196718348,
Idaho,US,2021-07-24 04:31:01,44.2405,-114.4788,198296,2183,,,16.0,11096.182847294309,816521.0,,1.1008794932827692,84000016.0,USA,45690.61561834628,
Illinois,US,2021-07-24 04:31:01,40.3495,-88.9861,1407929,25834,,,17.0,11110.707766468608,26497201.0,,1.8348936629616976,84000017.0,USA,209103.3403959857,
Indiana,US,2021-07-24 04:31:01,39.8494,-86.2583,764448,13965,,,18.0,11355.06732624117,11095174.0,,1.8268083636820291,84000018.0,USA,164807.08663815007,
Iowa,US,2021-07-24 04:31:01,42.0115,-93.2105,376673,6170,,,19.0,11938.657462433479,1512653.0,,1.6380255553225211,84000019.0,USA,47943.56385119823,
Kansas,US,2021-07-24 04:31:01,38.5266,-96.7265,328185,5241,,,20.0,11265.006106447849,1478089.0,,1.5969651263768911,84000020.0,USA,50735.65705584773,
Kentucky,US,2021-07-24 04:31:01,37.6681,-84.6701,474444,7312,,,21.0,10619.488042208997,5594443.0,,1.5411724039085748,84000021.0,USA,125220.51188616535,
Louisiana,US,2021-07-24 04:31:01,31.1695,-91.8678,512843,10900,,,22.0,11031.742856319297,7388281.0,,2.12540680091178,84000022.0,USA,158928.9824414676,
Maine,US,2021-07-24 04:31:01,44.6939,-69.3819,69835,891,,,23.0,5195.237060820763,2396712.0,,1.2758645378391924,84000023.0,USA,178298.66122308085,
Maryland,US,2021-07-24 04:31:01,39.0639,-76.8021,465326,9801,,,24.0,7696.834764658401,11132921.0,,2.1062652849830013,84000024.0,USA,184146.7130248376,
Massachusetts,US,2021-07-24 04:31:01,42.2302,-71.5301,715180,18046,,,25.0,10376.201504736378,24364115.0,,2.5232808523728294,84000025.0,USA,353487.1874557037,
Michigan,US,2021-07-24 04:31:01,43.3266,-84.5361,1006360,21146,,,26.0,10076.843996064026,14473272.0,,2.101236138161294,84000026.0,USA,144923.19255197106,
Minnesota,US,2021-07-24 04:31:01,45.6945,-93.9002,609387,7743,,,27.0,10805.43907829447,9620692.0,,1.2706211323838543,84000027.0,USA,170590.77613574787,
Mississippi,US,2021-07-24 04:31:01,32.7416,-89.6787,333180,7502,,,28.0,11195.004013575935,2023405.0,,2.251635752446125,84000028.0,USA,67987.35547178585,
Missouri,US,2021-07-24 04:31:01,38.4561,-92.2884,665483,9969,,,29.0,10843.027404965076,5950874.0,,1.498009716251204,84000029.0,USA,96960.38796707676,
Montana,US,2021-07-24 04:31:01,46.9219,-110.4544,115255,1695,,,30.0,10783.811044014754,1495013.0,,1.4706520324497852,84000030.0,USA,139880.59260201838,
Nebraska,US,2021-07-24 04:31:01,41.1254,-98.2681,226839,2284,,,31.0,11726.533389026514,3114912.0,,1.0068815327170373,84000031.0,USA,161026.6293356934,
Nevada,US,2021-07-24 04:31:01,38.3135,-117.0554,349043,5817,,,32.0,11331.99097708038,3656031.0,,1.6665568425666752,84000032.0,USA,118696.29330462485,
New Hampshire,US,2021-07-24 04:31:01,43.4525,-71.5639,100152,1385,,,33.0,7365.682854665441,2111213.0,,1.3828979950475278,84000033.0,USA,155269.24471450187,
New Jersey,US,2021-07-24 04:31:01,40.2989,-74.521,1032255,26568,,,34.0,11621.627098722272,14681478.0,,2.5737826409172158,84000034.0,USA,165291.19507688982,
New Mexico,US,2021-07-24 04:31:01,34.8405,-106.2485,208487,4397,,,35.0,9942.966260004987,3761217.0,,2.109004398355773,84000035.0,USA,179376.42983762626,
New York,US,2021-07-24 04:31:01,42.1657,-74.9481,2133264,53591,,,36.0,10965.930607768933,60410678.0,,2.522003840124804,84000036.0,USA,310537.8907234516,
North Carolina,US,2021-07-24 04:31:01,35.6301,-79.8064,1031929,13570,,,37.0,9839.061166939548,12749128.0,,1.3150129514724365,84000037.0,USA,121558.21787849908,
North Dakota,US,2021-07-24 04:31:01,47.5289,-99.784,111170,1569,,,38.0,14588.051890791035,1600533.0,,1.4113519834487722,84000038.0,USA,210026.61200794682,
Northern Mariana Islands,US,2021-07-24 04:31:01,15.0979,145.6739,183,2,,,69.0,331.8584070796461,17542.0,,1.0928961748633879,580.0,MNP,31811.25779776585,
Ohio,US,2021-07-24 04:31:01,40.3888,-82.7649,1120922,20575,,,39.0,9589.46368839346,13931375.0,,1.8259076010641242,84000039.0,USA,119182.61457255048,
Oklahoma,US,2021-07-24 04:31:01,35.5653,-96.9289,471176,7454,,,40.0,11907.49186688505,4197533.0,,1.5819990831451518,84000040.0,USA,106079.44814354213,
Oregon,US,2021-07-24 04:31:01,44.572,-122.0709,214869,2836,,,41.0,5094.414374343398,5607291.0,,1.319873969721086,84000041.0,USA,132945.4871178549,
Pennsylvania,US,2021-07-24 04:31:01,40.5908,-77.2098,1223476,27820,,,42.0,9556.921194042581,14898642.0,,2.273849262265872,84000042.0,USA,116377.55664373715,
Puerto Rico,US,2021-07-24 04:31:01,18.2208,-66.5901,143499,2567,,,72.0,4425.846684121898,415664.0,,1.8061804907037948,630.0,PRI,13015.147975980166,
Rhode Island,US,2021-07-24 04:31:01,41.6809,-71.5118,153447,2739,,,44.0,14484.863988763038,4570423.0,,1.784981133550998,84000044.0,USA,431432.06140305335,
South Carolina,US,2021-07-24 04:31:01,33.8569,-80.945,606833,9878,,,45.0,11786.10814273234,6806800.0,,1.6277954560809975,84000045.0,USA,132203.88625198448,
South Dakota,US,2021-07-24 04:31:01,44.2998,-99.4388,124960,2043,,,46.0,14125.216608885457,833472.0,,1.634923175416133,84000046.0,USA,94213.92875673,
Tennessee,US,2021-07-24 04:31:01,35.7478,-86.6923,880789,12664,,,47.0,12897.445576873572,8336627.0,,1.4378017890777472,84000047.0,USA,122073.72370362801,
Texas,US,2021-07-24 04:31:01,31.0545,-97.5635,3070903,52982,,,48.0,10590.824951999217,26393560.0,,1.7252905741405704,84000048.0,USA,91025.20457991947,
Utah,US,2021-07-24 04:31:01,40.15,-111.8624,426418,2425,,,49.0,13300.798076581166,3668092.0,,0.5686908151156846,84000049.0,USA,114414.84885329127,
Vermont,US,2021-07-24 04:31:01,44.0459,-72.7107,24676,259,,,50.0,3954.5568912272493,1761524.0,,1.0496028529745502,84000050.0,USA,282300.4892714455,
Virgin Islands,US,2021-07-24 04:31:01,18.3358,-64.8963,4336,35,,,78.0,4042.2120296826643,140173.0,,0.8071955719557196,850.0,VIR,130675.50434425926,
Virginia,US,2021-07-24 04:31:01,37.7693,-78.17,688300,11500,,,51.0,8063.950182759829,7883168.0,,1.670783088769432,84000051.0,USA,92357.21928566966,
Washington,US,2021-07-24 04:31:01,47.4009,-121.4905,466099,6066,,,53.0,6120.887056456341,7972466.0,,1.3014402519636386,84000053.0,USA,104695.7061642232,
