Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-07-17 04:30:56,32.3182,-86.9023,558577,11442,,,1.0,11392.125730520058,2709975.0,,2.0484194658927954,84000001.0,USA,55269.68694838152,
Alaska,US,2021-07-17 04:30:56,61.3707,-152.4044,72440,381,,,2.0,9902.330000205046,2421666.0,,0.5259525124240751,84000002.0,USA,331034.4544764847,
American Samoa,US,2021-07-17 04:30:56,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-07-17 04:30:56,33.7298,-111.4312,906116,18100,,,4.0,12448.842289101223,10449248.0,,1.9975367392254413,84000004.0,USA,143558.92666248736,
Arkansas,US,2021-07-17 04:30:56,34.9697,-92.3731,362580,5992,,,5.0,12014.69677951252,3194981.0,,1.6526008053395114,84000005.0,USA,105871.05723234509,
California,US,2021-07-17 07:30:40,36.1162,-119.6816,3855167,64086,,,6.0,9756.897251769407,71327825.0,,1.6623404381703828,84000006.0,USA,180520.91121271512,
Colorado,US,2021-07-17 04:30:56,39.0598,-105.3111,565294,6876,,,8.0,9816.286073888436,9241588.0,,1.2163582136021256,84000008.0,USA,160479.45243539553,
Connecticut,US,2021-07-17 04:30:56,41.5978,-72.7554,350675,8282,,,9.0,9835.814059288916,8917173.0,,2.361730947458473,84000009.0,USA,250110.94478509022,
Delaware,US,2021-07-17 04:30:56,39.3185,-75.5071,110270,1697,,,10.0,11324.099063017322,1924342.0,,1.5389498503672805,84000010.0,USA,197618.93025414785,
Diamond Princess,US,2021-07-17 04:30:56,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-07-17 04:30:56,38.8974,-77.0268,49652,1146,,,11.0,7035.3624305525045,1696605.0,,2.3080641263191817,84000011.0,USA,240397.79014918898,
Florida,US,2021-07-17 04:30:56,27.7663,-81.6868,2450344,38388,,,12.0,11408.76247809534,24335454.0,,1.566637174209009,84000012.0,USA,113305.48465138575,
Georgia,US,2021-07-17 04:30:56,33.0406,-83.6431,1145976,21558,,,13.0,10793.35352844094,9271965.0,,1.8811912291356887,84000013.0,USA,87327.82898449087,
Grand Princess,US,2021-07-17 04:30:56,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-07-17 04:30:56,13.4443,144.7937,8477,142,,,66.0,5161.694950343727,171258.0,,1.6751209154181903,316.0,GUM,104279.99926931298,
Hawaii,US,2021-07-17 04:30:56,21.0943,-157.4983,38966,523,,,15.0,2752.0849342313427,1768342.0,,1.3421957604065082,84000015.0,USA,124894.19947565881,
Idaho,US,2021-07-17 04:30:56,44.2405,-114.4788,196856,2173,,,16.0,11015.603797287731,811430.0,,1.1038525622790265,84000016.0,USA,45405.735101968865,
Illinois,US,2021-07-17 04:30:56,40.3495,-88.9861,1399946,25790,,,17.0,11047.709717490483,26259477.0,,1.8422139139652531,84000017.0,USA,207227.33536087672,
Indiana,US,2021-07-17 04:30:56,39.8494,-86.2583,760163,13940,,,18.0,11291.418178760969,11008756.0,,1.8338172207802799,84000018.0,USA,163523.43855718302,
Iowa,US,2021-07-17 04:30:56,42.0115,-93.2105,375278,6158,,,19.0,11894.442912518582,1506131.0,,1.640916866962625,84000019.0,USA,47736.84894471439,
Kansas,US,2021-07-17 04:30:56,38.5266,-96.7265,324367,5201,,,20.0,11133.952605177474,1466204.0,,1.6034306819127715,84000020.0,USA,50327.70240351709,
Kentucky,US,2021-07-17 04:30:56,37.6681,-84.6701,469710,7284,,,21.0,10513.52684048273,5554759.0,,1.5507440761320814,84000021.0,USA,124332.26424583895,
Louisiana,US,2021-07-17 04:30:56,31.1695,-91.8678,495945,10828,,,22.0,10668.250733416022,7284965.0,,2.1833066166611217,84000022.0,USA,156706.55658220177,
Maine,US,2021-07-17 04:30:56,44.6939,-69.3819,69418,878,,,23.0,5164.215168440693,2380243.0,,1.2648016364631651,84000023.0,USA,177073.4824566363,
Maryland,US,2021-07-17 04:30:56,39.0639,-76.8021,463848,9778,,,24.0,7672.387556073097,11037205.0,,2.1080181438747174,84000024.0,USA,182563.49988752298,
Massachusetts,US,2021-07-17 04:30:56,42.2302,-71.5301,712272,18020,,,25.0,10334.010736012735,24176895.0,,2.5299323853808655,84000025.0,USA,350770.90282006405,
Michigan,US,2021-07-17 04:30:56,43.3266,-84.5361,1003432,21109,,,26.0,10047.525462715646,14394909.0,,2.1036801696577347,84000026.0,USA,144138.53127165034,
Minnesota,US,2021-07-17 04:30:56,45.6945,-93.9002,607524,7728,,,27.0,10772.405007986335,9555274.0,,1.2720485116637368,84000027.0,USA,169430.80683278624,
Mississippi,US,2021-07-17 04:30:56,32.7416,-89.6787,326804,7465,,,28.0,10980.767427974875,2006679.0,,2.2842437669061577,84000028.0,USA,67425.3540397339,
Missouri,US,2021-07-17 04:30:56,38.4561,-92.2884,649571,9889,,,29.0,10583.765707719913,5867411.0,,1.5223893923835885,84000029.0,USA,95600.48606680194,
Montana,US,2021-07-17 04:30:56,46.9219,-110.4544,114663,1691,,,30.0,10728.42068231195,1484096.0,,1.4747564602356469,84000030.0,USA,138859.14567852256,
Nebraska,US,2021-07-17 04:30:56,41.1254,-98.2681,225861,2275,,,31.0,11675.975285462011,3094581.0,,1.0072566755659451,84000031.0,USA,159975.61010913932,
Nevada,US,2021-07-17 04:30:56,38.3135,-117.0554,343096,5758,,,32.0,11138.91634060093,3606439.0,,1.6782474875836502,84000032.0,USA,117086.244982397,
New Hampshire,US,2021-07-17 04:30:56,43.4525,-71.5639,99907,1381,,,33.0,7347.664319844437,2094997.0,,1.382285525538751,84000033.0,USA,154076.63834447172,
New Jersey,US,2021-07-17 04:30:56,40.2989,-74.521,1027954,26531,,,34.0,11573.20435613289,14600689.0,,2.5809520659484764,84000034.0,USA,164381.63335843975,
New Mexico,US,2021-07-17 04:30:56,34.8405,-106.2485,207189,4379,,,35.0,9881.063262669488,3723782.0,,2.113529193152146,84000035.0,USA,177591.11496454888,
New York,US,2021-07-17 04:30:56,42.1657,-74.9481,2124168,53551,,,36.0,10919.173101521104,59857319.0,,2.530873264261584,84000036.0,USA,307693.3780915484,
North Carolina,US,2021-07-17 04:30:56,35.6301,-79.8064,1022876,13523,,,37.0,9752.744161850726,12646820.0,,1.3220566324754908,84000037.0,USA,120582.74895586267,
North Dakota,US,2021-07-17 04:30:56,47.5289,-99.784,110975,1567,,,38.0,14562.463421611365,1595639.0,,1.4120297364271233,84000038.0,USA,209384.4070429965,
Northern Mariana Islands,US,2021-07-17 04:30:56,15.0979,145.6739,183,2,,,69.0,331.8584070796461,17542.0,,1.0928961748633879,580.0,MNP,31811.25779776585,
Ohio,US,2021-07-17 04:30:56,40.3888,-82.7649,1116322,20544,,,39.0,9550.110786972478,13832520.0,,1.830744175963566,84000039.0,USA,118336.91216603502,
Oklahoma,US,2021-07-17 04:30:56,35.5653,-96.9289,464607,7417,,,40.0,11741.481046992763,4176571.0,,1.5964029814445326,84000040.0,USA,105549.69950500016,
