Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-07-30 04:30:58,32.3182,-86.9023,577463,11510,,,1.0,11777.303936114995,2756534.0,,1.9932012960137704,84000001.0,USA,56219.25340365497,
Alaska,US,2021-07-30 04:30:58,61.3707,-152.4044,74911,386,,,2.0,10240.108264016568,2485159.0,,0.5152781300476565,84000002.0,USA,339713.7565016506,
American Samoa,US,2021-07-30 04:30:58,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-07-30 04:30:58,33.7298,-111.4312,923204,18200,,,4.0,12683.608938223591,10665235.0,,1.971395271250991,84000004.0,USA,146526.30401758992,
Arkansas,US,2021-07-30 04:30:58,34.9697,-92.3731,382569,6110,,,5.0,12677.065839928635,3287995.0,,1.5970975170492119,84000005.0,USA,108953.23221786438,
California,US,2021-07-30 04:30:58,36.1162,-119.6816,3944933,64386,,,6.0,9984.082647033048,73252199.0,,1.6321189738837136,84000006.0,USA,185391.23703568892,
Colorado,US,2021-07-30 04:30:58,39.0598,-105.3111,573907,6935,,,8.0,9965.850144892907,9419644.0,,1.2083839367702434,84000008.0,USA,163571.38094192892,
Connecticut,US,2021-07-30 04:30:58,41.5978,-72.7554,353844,8293,,,9.0,9924.698909232271,9031558.0,,2.343688178971524,84000009.0,USA,253319.2419011429,
Delaware,US,2021-07-30 04:30:58,39.3185,-75.5071,111129,1700,,,10.0,11412.31345582708,1946970.0,,1.5297537096527458,84000010.0,USA,199942.69658767426,
Diamond Princess,US,2021-07-30 04:30:58,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-07-30 04:30:58,38.8974,-77.0268,50329,1149,,,11.0,7131.288885992045,1724070.0,,2.2829780047288843,84000011.0,USA,244289.4003392141,
Florida,US,2021-07-30 04:30:58,27.7663,-81.6868,2523510,38670,,,12.0,11749.422204024568,24335454.0,,1.5323894099884685,84000012.0,USA,113305.48465138575,
Georgia,US,2021-07-30 04:30:58,33.0406,-83.6431,1175845,21665,,,13.0,11074.674146447778,9442596.0,,1.842504751901824,84000013.0,USA,88934.91386751756,
Grand Princess,US,2021-07-30 04:30:58,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-07-30 04:30:58,13.4443,144.7937,8529,143,,,66.0,5193.358054911129,175411.0,,1.676632665025208,316.0,GUM,106808.78529370576,
Hawaii,US,2021-07-30 04:30:58,21.0943,-157.4983,41303,534,,,15.0,2917.142227545993,1829568.0,,1.2928842941190712,84000015.0,USA,129218.4604258012,
Idaho,US,2021-07-30 04:30:58,44.2405,-114.4788,199955,2195,,,16.0,11189.016627822715,823380.0,,1.0977469930734416,84000016.0,USA,46074.42930167621,
Illinois,US,2021-07-30 04:30:58,40.3495,-88.9861,1417263,25865,,,17.0,11184.36726655151,26720724.0,,1.8249964897129185,84000017.0,USA,210867.27787584753,
Indiana,US,2021-07-30 04:30:58,39.8494,-86.2583,769875,13999,,,18.0,11435.679677087152,11181727.0,,1.8183471342750448,84000018.0,USA,166092.74000147652,
Iowa,US,2021-07-30 04:30:58,42.0115,-93.2105,378831,6183,,,19.0,12007.05531097567,1520705.0,,1.6321261987535338,84000019.0,USA,48198.7721350081,
Kansas,US,2021-07-30 04:30:58,38.5266,-96.7265,331942,5253,,,20.0,11393.965772312906,1492954.0,,1.5825053774454574,84000020.0,USA,51245.90071650362,
Kentucky,US,2021-07-30 04:30:58,37.6681,-84.6701,481001,7327,,,21.0,10766.253483636783,5637386.0,,1.5232816563790927,84000021.0,USA,126181.70577837725,
Louisiana,US,2021-07-30 04:30:58,31.1695,-91.8678,536366,10968,,,22.0,11537.745058180679,7510030.0,,2.044872344630346,84000022.0,USA,161547.9197400444,
Maine,US,2021-07-30 04:30:58,44.6939,-69.3819,70261,899,,,23.0,5226.9284904464475,2396828.0,,1.279514951395511,84000023.0,USA,178307.29081424657,
Maryland,US,2021-07-30 04:30:58,39.0639,-76.8021,467435,9818,,,24.0,7731.7191779915565,11223164.0,,2.1003989859552665,84000024.0,USA,185639.39871114577,
Massachusetts,US,2021-07-30 04:30:58,42.2302,-71.5301,718849,18079,,,25.0,10429.433255233984,24561812.0,,2.514992717524821,84000025.0,USA,356355.4778285914,
Michigan,US,2021-07-30 04:30:58,43.3266,-84.5361,1008429,21165,,,26.0,10097.561224717647,14561008.0,,2.0988091377776716,84000026.0,USA,145801.7071837516,
Minnesota,US,2021-07-30 04:30:58,45.6945,-93.9002,612001,7756,,,27.0,10851.789620315652,9681236.0,,1.2673181906565512,84000027.0,USA,171664.32135997526,
Mississippi,US,2021-07-30 04:30:58,32.7416,-89.6787,341862,7533,,,28.0,11486.723278975614,2044662.0,,2.203520718886568,84000028.0,USA,68701.60062550631,
Missouri,US,2021-07-30 04:30:58,38.4561,-92.2884,679845,10072,,,29.0,11077.03422345647,6023021.0,,1.4815141686708,84000029.0,USA,98135.91295897892,
Montana,US,2021-07-30 04:30:58,46.9219,-110.4544,116143,1704,,,30.0,10866.89658656896,1507054.0,,1.4671568669657231,84000030.0,USA,141007.2063609094,
Nebraska,US,2021-07-30 04:30:58,41.1254,-98.2681,228086,2280,,,31.0,11790.997555841372,3135753.0,,0.9996229492384452,84000031.0,USA,162104.0132174805,
Nevada,US,2021-07-30 04:30:58,38.3135,-117.0554,355091,5900,,,32.0,11528.344668257063,3701591.0,,1.6615459135827153,84000032.0,USA,120175.43916606822,
New Hampshire,US,2021-07-30 04:30:58,43.4525,-71.5639,100554,1387,,,33.0,7395.247960779901,2125687.0,,1.3793583547148796,84000033.0,USA,156333.7356247026,
New Jersey,US,2021-07-30 04:30:58,40.2989,-74.521,1037052,26590,,,34.0,11675.634049710712,14760036.0,,2.5639987194470484,84000034.0,USA,166175.63911602882,
New Mexico,US,2021-07-30 04:30:58,34.8405,-106.2485,210085,4408,,,35.0,10019.176575676893,3794036.0,,2.0981983482875983,84000035.0,USA,180941.60277256754,
New York,US,2021-07-30 04:30:58,42.1657,-74.9481,2144741,53625,,,36.0,11024.927518411667,60925781.0,,2.50030190125521,84000036.0,USA,313185.75041351037,
North Carolina,US,2021-07-30 04:30:58,35.6301,-79.8064,1044877,13618,,,37.0,9962.51555574879,12862127.0,,1.3033112988418734,84000037.0,USA,122635.62153010977,
North Dakota,US,2021-07-30 04:30:58,47.5289,-99.784,111486,1569,,,38.0,14629.518333153997,1604989.0,,1.4073515957160538,84000038.0,USA,210611.3413344321,
Northern Mariana Islands,US,2021-07-30 04:30:58,15.0979,145.6739,183,2,,,69.0,331.8584070796461,17542.0,,1.0928961748633879,580.0,MNP,31811.25779776585,
Ohio,US,2021-07-30 04:30:58,40.3888,-82.7649,1126625,20592,,,39.0,9638.252731176908,14019612.0,,1.8187063131032952,84000039.0,USA,119937.48021661205,
Oklahoma,US,2021-07-30 04:30:58,35.5653,-96.9289,478858,7485,,,40.0,12101.630262137378,4197533.0,,1.5630938608105116,84000040.0,USA,106079.44814354213,
Oregon,US,2021-07-30 04:30:58,44.572,-122.0709,218689,2855,,,41.0,5184.984270000714,5676409.0,,1.305506907068943,84000041.0,USA,134584.23320372988,
Pennsylvania,US,2021-07-30 04:30:58,40.5908,-77.2098,1228104,27842,,,42.0,9593.0718265732,15003822.0,,2.267071844078352,84000042.0,USA,117199.14772618536,
Puerto Rico,US,2021-07-30 04:30:58,18.2208,-66.5901,145314,2578,,,72.0,4550.028900702447,415664.0,,1.7740892137027402,630.0,PRI,13015.147975980166,
Rhode Island,US,2021-07-30 04:30:58,41.6809,-71.5118,154153,2739,,,44.0,14551.507937332031,4598533.0,,1.776806160113653,84000044.0,USA,434085.54779720976,
South Carolina,US,2021-07-30 04:30:58,33.8569,-80.945,614912,9904,,,45.0,11943.021111679538,6865888.0,,1.6106369691923397,84000045.0,USA,133351.51263014413,
South Dakota,US,2021-07-30 04:30:58,44.2998,-99.4388,125225,2045,,,46.0,14155.17165371064,839052.0,,1.6330604911159912,84000046.0,USA,94844.6802666338,
Tennessee,US,2021-07-30 04:30:58,35.7478,-86.6923,891331,12723,,,47.0,13051.812708242607,8394290.0,,1.4274158533698482,84000047.0,USA,122918.0864332934,
Texas,US,2021-07-30 04:30:58,31.0545,-97.5635,3119924,53186,,,48.0,10759.88689565942,26768624.0,,1.7047210124349184,84000048.0,USA,92318.71244057042,
Utah,US,2021-07-30 04:30:58,40.15,-111.8624,431256,2450,,,49.0,13451.70460748394,3696082.0,,0.5681080379171536,84000049.0,USA,115287.91082104007,
Vermont,US,2021-07-30 04:30:58,44.0459,-72.7107,24830,259,,,50.0,3979.236813469469,1771408.0,,1.0430930326218284,84000050.0,USA,283884.49155353697,
Virgin Islands,US,2021-07-30 04:30:58,18.3358,-64.8963,4514,36,,,78.0,4208.151545661334,141518.0,,0.7975188303057156,850.0,VIR,131929.37315881718,
Virginia,US,2021-07-30 04:30:58,37.7693,-78.17,693206,11525,,,51.0,8121.4276483949025,7946025.0,,1.6625649518325,84000051.0,USA,93093.63613390118,
Washington,US,2021-07-30 04:30:58,47.4009,-121.4905,472362,6119,,,53.0,6203.133780080692,8806745.0,,1.2954047954746573,84000053.0,USA,115651.59221541262,
West Virginia,US,2021-07-30 04:30:58,38.4912,-80.9545,166748,2944,,,54.0,9290.141935901464,3146619.0,,1.7652393794333696,84000054.0,USA,175578.17522781336,
Wisconsin,US,2021-07-30 04:30:58,44.2685,-89.6165,686013,8287,,,55.0,11782.23746288923,9286984.0,,1.2079946006854096,84000055.0,USA,159503.46538921696,
Wyoming,US,2021-07-30 04:30:58,42.756,-107.3025,64955,776,,,56.0,11223.151605417801,815018.0,,1.1946732353167575,84000056.0,USA,140821.65460925878,
