Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-07-22 04:31:11,32.3182,-86.9023,563943,11462,,,1.0,11501.564799207046,2722497.0,,2.032474913244778,84000001.0,USA,55525.07196852658,
Alaska,US,2021-07-22 04:31:11,61.3707,-152.4044,73374,382,,,2.0,10030.004989440158,2437301.0,,0.5206203832420203,84000002.0,USA,333171.711924762,
American Samoa,US,2021-07-22 04:31:11,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-07-22 04:31:11,33.7298,-111.4312,911479,18127,,,4.0,12522.522856706753,10522095.0,,1.988745763753197,84000004.0,USA,144559.74864801034,
Arkansas,US,2021-07-22 04:31:11,34.9697,-92.3731,368466,6020,,,5.0,12209.7392673613,3224165.0,,1.6338006763174893,84000005.0,USA,106838.11804875333,
California,US,2021-07-22 04:31:11,36.1162,-119.6816,3883186,64163,,,6.0,9827.809485687503,72034627.0,,1.652328783632821,84000006.0,USA,182309.72982714738,
Colorado,US,2021-07-22 04:31:11,39.0598,-105.3111,567838,6895,,,8.0,9860.462434812083,9301624.0,,1.2142547698463295,84000008.0,USA,161521.97287738146,
Connecticut,US,2021-07-22 04:31:11,41.5978,-72.7554,351530,8282,,,9.0,9859.795298386918,8955392.0,,2.3559866867692656,84000009.0,USA,251182.92019688734,
Delaware,US,2021-07-22 04:31:11,39.3185,-75.5071,110502,1697,,,10.0,11347.92413767607,1933282.0,,1.5357188105192667,84000010.0,USA,198537.01718280817,
Diamond Princess,US,2021-07-22 04:31:11,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-07-22 04:31:11,38.8974,-77.0268,49858,1146,,,11.0,7064.55127814563,1705283.0,,2.298527819005977,84000011.0,USA,241627.40577740807,
Florida,US,2021-07-22 04:31:11,27.7663,-81.6868,2450344,38388,,,12.0,11408.76247809534,24335454.0,,1.566637174209009,84000012.0,USA,113305.48465138575,
Georgia,US,2021-07-22 04:31:11,33.0406,-83.6431,1153064,21593,,,13.0,10860.1117239089,9326430.0,,1.8726627489887813,84000013.0,USA,87840.80656859955,
Grand Princess,US,2021-07-22 04:31:11,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-07-22 04:31:11,13.4443,144.7937,8486,143,,,66.0,5167.175103057316,172584.0,,1.6851284468536414,316.0,GUM,105087.40843578176,
Hawaii,US,2021-07-22 04:31:11,21.0943,-157.4983,39649,524,,,15.0,2800.323758079827,1768342.0,,1.3215970137960604,84000015.0,USA,124894.19947565881,
Idaho,US,2021-07-22 04:31:11,44.2405,-114.4788,197781,2179,,,16.0,11067.364645382231,815569.0,,1.1017236236038852,84000016.0,USA,45637.343913064164,
Illinois,US,2021-07-22 04:31:11,40.3495,-88.9861,1404466,25825,,,17.0,11083.379413266648,26411240.0,,1.838777158008809,84000017.0,USA,208424.97696266387,
Indiana,US,2021-07-22 04:31:11,39.8494,-86.2583,762837,13964,,,18.0,11331.137623419561,11062438.0,,1.8305352257428518,84000018.0,USA,164320.8279469221,
Iowa,US,2021-07-22 04:31:11,42.0115,-93.2105,376673,6170,,,19.0,11938.657462433479,1506131.0,,1.6380255553225211,84000019.0,USA,47736.84894471439,
Kansas,US,2021-07-22 04:31:11,38.5266,-96.7265,325216,5199,,,20.0,11163.094674998987,1473019.0,,1.5986298337105185,84000020.0,USA,50561.62844101254,
Kentucky,US,2021-07-22 04:31:11,37.6681,-84.6701,472605,7306,,,21.0,10578.32567423802,5579282.0,,1.5458998529427324,84000021.0,USA,124881.16296783586,
Louisiana,US,2021-07-22 04:31:11,31.1695,-91.8678,506882,10874,,,22.0,10903.516051689965,7342245.0,,2.145272469726682,84000022.0,USA,157938.70410261242,
Maine,US,2021-07-22 04:31:11,44.6939,-69.3819,69675,887,,,23.0,5183.334176454309,2388895.0,,1.2730534625044851,84000023.0,USA,177717.1309287523,
Maryland,US,2021-07-22 04:31:11,39.0639,-76.8021,464735,9792,,,24.0,7687.059189371585,11099759.0,,2.107007219167913,84000024.0,USA,183598.18912016516,
Massachusetts,US,2021-07-22 04:31:11,42.2302,-71.5301,714014,18034,,,25.0,10359.28457339808,24293255.0,,2.5257207841863045,84000025.0,USA,352459.1139097074,
Michigan,US,2021-07-22 04:31:11,43.3266,-84.5361,1004630,21124,,,26.0,10059.52122875095,14473272.0,,2.102664662612106,84000026.0,USA,144923.19255197106,
Minnesota,US,2021-07-22 04:31:11,45.6945,-93.9002,608678,7737,,,27.0,10792.86733602476,9599325.0,,1.271115433776151,84000027.0,USA,170211.90389727554,
Mississippi,US,2021-07-22 04:31:11,32.7416,-89.6787,330664,7485,,,28.0,11110.465235443524,2022480.0,,2.26362712602521,84000028.0,USA,67956.27503864894,
Missouri,US,2021-07-22 04:31:11,38.4561,-92.2884,659414,9946,,,29.0,10744.14233454144,5918544.0,,1.508308892440864,84000029.0,USA,96433.62007668357,
Montana,US,2021-07-22 04:31:11,46.9219,-110.4544,115002,1694,,,30.0,10760.139149570818,1490247.0,,1.4730178605589468,84000030.0,USA,139434.66276439073,
Nebraska,US,2021-07-22 04:31:11,41.1254,-98.2681,226442,2285,,,31.0,11706.01031426669,3107582.0,,1.0090884199927574,84000031.0,USA,160647.70203597177,
Nevada,US,2021-07-22 04:31:11,38.3135,-117.0554,347098,5789,,,32.0,11268.844824742642,3639247.0,,1.6678286823894115,84000032.0,USA,118151.38583889905,
