Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-08-09 04:30:46,32.3182,-86.9023,607209,11624,,,1.0,12383.970827125633,2756534.0,,1.9143326268220664,84000001.0,USA,56219.25340365497,
Alaska,US,2021-08-09 04:30:46,61.3707,-152.4044,77586,398,,,2.0,10605.772713913702,2539899.0,,0.5129791457221664,84000002.0,USA,347196.54976795684,
American Samoa,US,2021-08-09 04:30:46,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-08-09 04:30:46,33.7298,-111.4312,946054,18388,,,4.0,12997.537890262805,10917042.0,,1.9436522650926904,84000004.0,USA,149985.80106906206,
Arkansas,US,2021-08-09 04:30:46,34.9697,-92.3731,404277,6301,,,5.0,13396.396850159917,3389257.0,,1.5585848316871849,84000005.0,USA,112308.7185251262,
California,US,2021-08-09 07:31:23,36.1162,-119.6816,4047097,64784,,,6.0,10242.645674479008,75149750.0,,1.6007523417402647,84000006.0,USA,190193.67753618924,
Colorado,US,2021-08-09 04:30:46,39.0598,-105.3111,581692,6978,,,8.0,10101.036060691096,9590747.0,,1.19960391409887,84000008.0,USA,166542.57114755738,
Connecticut,US,2021-08-09 04:30:46,41.5978,-72.7554,358076,8296,,,9.0,10043.399030709168,9171240.0,,2.3168265954713525,84000009.0,USA,257237.07516393487,
Delaware,US,2021-08-09 04:30:46,39.3185,-75.5071,112772,1835,,,10.0,11581.04016989743,1971551.0,,1.6271769588195648,84000010.0,USA,202467.02486434087,
Diamond Princess,US,2021-08-09 04:30:46,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-08-09 04:30:46,38.8974,-77.0268,51103,1149,,,11.0,7240.959604618639,1752098.0,,2.248400289611177,84000011.0,USA,248260.78393309802,
Florida,US,2021-08-09 04:30:46,27.7663,-81.6868,2768985,39695,,,12.0,12892.349878388024,24335454.0,,1.433557783808869,84000012.0,USA,113305.48465138575,
Georgia,US,2021-08-09 04:30:46,33.0406,-83.6431,1211439,21802,,,13.0,11409.915569908066,9628632.0,,1.7996779037161592,84000013.0,USA,90687.09045500023,
