Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-08-03 04:30:43,32.3182,-86.9023,589110,11536,,,1.0,12014.843413006036,2756534.0,,1.9582081444891448,84000001.0,USA,56219.25340365497,
Alaska,US,2021-08-03 04:30:43,61.3707,-152.4044,76237,389,,,2.0,10421.368473573055,2496001.0,,0.5102509280270735,84000002.0,USA,341195.8252739066,
American Samoa,US,2021-08-03 04:30:43,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-08-03 04:30:43,33.7298,-111.4312,931387,18252,,,4.0,12796.032597503103,10760068.0,,1.959658015411424,84000004.0,USA,147829.1847313201,
Arkansas,US,2021-08-03 04:30:43,34.9697,-92.3731,389280,6199,,,5.0,12899.446087287311,3326974.0,,1.5924270448006577,84000005.0,USA,110244.86679718099,
California,US,2021-08-03 04:30:43,36.1162,-119.6816,3983926,64547,,,6.0,10082.76856505897,73566888.0,,1.6201857163009554,84000006.0,USA,186187.67159721692,
Colorado,US,2021-08-03 04:30:43,39.0598,-105.3111,577285,6956,,,8.0,10024.508850553315,9466442.0,,1.2049507608893355,84000008.0,USA,164384.02454983178,
Connecticut,US,2021-08-03 04:30:43,41.5978,-72.7554,355580,8293,,,9.0,9973.39064148272,9056971.0,,2.3322459080938187,84000009.0,USA,254032.0316428944,
Delaware,US,2021-08-03 04:30:43,39.3185,-75.5071,111681,1833,,,10.0,11469.000702428926,1955437.0,,1.6412818653128105,84000010.0,USA,200812.2091184312,
Diamond Princess,US,2021-08-03 04:30:43,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-08-03 04:30:43,38.8974,-77.0268,50718,1149,,,11.0,7186.407632175178,1730763.0,,2.2654678812256,84000011.0,USA,245237.75449912078,
Florida,US,2021-08-03 04:30:43,27.7663,-81.6868,2634234,39079,,,12.0,12264.951377326206,24335454.0,,1.483505261871193,84000012.0,USA,113305.48465138575,
Georgia,US,2021-08-03 04:30:43,33.0406,-83.6431,1185594,21698,,,13.0,11166.494920660127,9482620.0,,1.8301374669574912,84000013.0,USA,89311.87916314534,
Grand Princess,US,2021-08-03 04:30:43,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-08-03 04:30:43,13.4443,144.7937,8564,143,,,66.0,5214.669759908421,176474.0,,1.6697804764128912,316.0,GUM,107456.05221976632,
Hawaii,US,2021-08-03 04:30:43,21.0943,-157.4983,43227,537,,,15.0,3053.030217420784,1859325.0,,1.2422791310986192,84000015.0,USA,131320.1334583917,
Idaho,US,2021-08-03 04:30:43,44.2405,-114.4788,201352,2203,,,16.0,11267.189497863816,825828.0,,1.0941038579204576,84000016.0,USA,46211.41368668738,
Illinois,US,2021-08-03 04:30:43,40.3495,-88.9861,1425219,25884,,,17.0,11247.152244338047,26823562.0,,1.8161419402912813,84000017.0,USA,211678.82658696012,
Indiana,US,2021-08-03 04:30:43,39.8494,-86.2583,774097,14012,,,18.0,11498.393026132988,11225411.0,,1.8101090690184825,84000018.0,USA,166741.61966507626,
Iowa,US,2021-08-03 04:30:43,42.0115,-93.2105,378831,6183,,,19.0,12007.05531097567,1520705.0,,1.6321261987535338,84000019.0,USA,48198.7721350081,
Kansas,US,2021-08-03 04:30:43,38.5266,-96.7265,333926,5261,,,20.0,11462.06691074151,1499427.0,,1.575498763199032,84000020.0,USA,51468.08754566107,
Kentucky,US,2021-08-03 04:30:43,37.6681,-84.6701,486115,7348,,,21.0,10880.720231762707,5661287.0,,1.5115764788167412,84000021.0,USA,126716.68226389891,
Louisiana,US,2021-08-03 04:30:43,31.1695,-91.8678,552787,11026,,,22.0,11890.97645539897,7575844.0,,1.9946199892544507,84000022.0,USA,162963.64175310844,
Maine,US,2021-08-03 04:30:43,44.6939,-69.3819,70463,900,,,23.0,5241.955881959096,2417892.0,,1.2772660829087603,84000023.0,USA,179874.30554109023,
Maryland,US,2021-08-03 04:30:43,39.0639,-76.8021,469542,9829,,,24.0,7766.570509851663,11304042.0,,2.0933164658326624,84000024.0,USA,186977.18039988886,
Massachusetts,US,2021-08-03 04:30:43,42.2302,-71.5301,721885,18084,,,25.0,10473.481114190305,24641395.0,,2.5051081543459137,84000025.0,USA,357510.1091722412,
Michigan,US,2021-08-03 04:30:43,43.3266,-84.5361,1011106,21188,,,26.0,10124.366454831585,14606098.0,,2.095527076290715,84000026.0,USA,146253.2005815243,
Minnesota,US,2021-08-03 04:30:43,45.6945,-93.9002,613325,7767,,,27.0,10875.266329434258,9712317.0,,1.2663759018464924,84000027.0,USA,172215.43887969994,
Mississippi,US,2021-08-03 04:30:43,32.7416,-89.6787,348496,7556,,,28.0,11709.628785386752,2046203.0,,2.168174096689776,84000028.0,USA,68753.378947089,
Missouri,US,2021-08-03 04:30:43,38.4561,-92.2884,689673,10106,,,29.0,11237.166448225544,6094989.0,,1.4653321211646682,84000029.0,USA,99308.52141972174,
Montana,US,2021-08-03 04:30:43,46.9219,-110.4544,116634,1708,,,30.0,10912.836903454223,1514127.0,,1.4644100348097466,84000030.0,USA,141668.99019253766,
Nebraska,US,2021-08-03 04:30:43,41.1254,-98.2681,228450,2280,,,31.0,11809.814682321414,3144918.0,,0.9980302035456337,84000031.0,USA,162577.80158063862,
Nevada,US,2021-08-03 04:30:43,38.3135,-117.0554,358932,5918,,,32.0,11653.046144416065,3722698.0,,1.6487802703576164,84000032.0,USA,120860.69666601301,
New Hampshire,US,2021-08-03 04:30:43,43.4525,-71.5639,100986,1387,,,33.0,7427.019418096934,2131881.0,,1.3734577070088922,84000033.0,USA,156789.27360299358,
New Jersey,US,2021-08-03 04:30:43,40.2989,-74.521,1041159,26606,,,34.0,11721.872646273046,14786610.0,,2.5554214101784645,84000034.0,USA,166474.8220877959,
New Mexico,US,2021-08-03 04:30:43,34.8405,-106.2485,211492,4414,,,35.0,10086.277898674618,3809059.0,,2.087076579728784,84000035.0,USA,181658.06558379345,
New York,US,2021-08-03 04:30:43,42.1657,-74.9481,2155356,53657,,,36.0,11079.49336370858,61351121.0,,2.4894727367543923,84000036.0,USA,315372.1881561941,
North Carolina,US,2021-08-03 04:30:43,35.6301,-79.8064,1056699,13670,,,37.0,10075.233951215494,12917247.0,,1.2936512668224347,84000037.0,USA,123161.17033387606,
North Dakota,US,2021-08-03 04:30:43,47.5289,-99.784,111699,1570,,,38.0,14657.468814873333,1609688.0,,1.4055631652924376,84000038.0,USA,211227.95783020282,
Northern Mariana Islands,US,2021-08-03 04:30:43,15.0979,145.6739,183,2,,,69.0,331.8584070796461,17542.0,,1.0928961748633879,580.0,MNP,31811.25779776585,
Ohio,US,2021-08-03 04:30:43,40.3888,-82.7649,1131029,20603,,,39.0,9675.928856798211,14098319.0,,1.8118014657449104,84000039.0,USA,120610.81691490365,
Oklahoma,US,2021-08-03 04:30:43,35.5653,-96.9289,486232,7485,,,40.0,12287.98492584353,4216856.0,,1.5393886046167262,84000040.0,USA,106567.77621064194,
