Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-07-25 04:31:37,32.3182,-86.9023,569131,11483,,,1.0,11607.3735745235,2734029.0,,2.01763741563893,84000001.0,USA,55760.26603116138,
Alaska,US,2021-07-25 04:31:37,61.3707,-152.4044,73818,384,,,2.0,10090.698453273551,2461647.0,,0.5201983256116395,84000002.0,USA,336499.73685829306,
American Samoa,US,2021-07-25 04:31:37,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-07-25 04:31:37,33.7298,-111.4312,915660,18170,,,4.0,12579.964298653184,10576774.0,,1.984361007360811,84000004.0,USA,145310.96620462096,
Arkansas,US,2021-07-25 04:31:37,34.9697,-92.3731,374328,6048,,,5.0,12403.986474933428,3251546.0,,1.6156953260242355,84000005.0,USA,107745.43343437812,
California,US,2021-07-25 04:31:37,36.1162,-119.6816,3903052,64231,,,6.0,9878.087598361652,72441974.0,,1.6456608828168315,84000006.0,USA,183340.66903803413,
Colorado,US,2021-07-25 04:31:37,39.0598,-105.3111,569289,6910,,,8.0,9885.658936266569,9356288.0,,1.2137947509964184,84000008.0,USA,162471.20895974393,
Connecticut,US,2021-07-25 04:31:37,41.5978,-72.7554,352037,8286,,,9.0,9874.01575244854,8985166.0,,2.3537298636222896,84000009.0,USA,252018.02828215517,
Delaware,US,2021-07-25 04:31:37,39.3185,-75.5071,110729,1698,,,10.0,11371.235740898206,1936757.0,,1.5334736157646145,84000010.0,USA,198893.87983125274,
Diamond Princess,US,2021-07-25 04:31:37,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-07-25 04:31:37,38.8974,-77.0268,49973,1146,,,11.0,7080.846023161209,1712749.0,,2.2932383487083023,84000011.0,USA,242685.28896250649,
