Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-08-02 04:30:45,32.3182,-86.9023,587405,11536,,,1.0,11980.0700972939,2756534.0,,1.963892033605434,84000001.0,USA,56219.25340365497,
Alaska,US,2021-08-02 04:30:45,61.3707,-152.4044,75486,389,,,2.0,10318.709033620626,2496001.0,,0.5153273454680338,84000002.0,USA,341195.8252739066,
American Samoa,US,2021-08-02 04:30:45,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-08-02 04:30:45,33.7298,-111.4312,929541,18251,,,4.0,12770.670985010132,10737481.0,,1.9634421719967168,84000004.0,USA,147518.86905343345,
Arkansas,US,2021-08-02 04:30:45,34.9697,-92.3731,388436,6157,,,5.0,12871.478730891737,3318720.0,,1.5850745039079797,84000005.0,USA,109971.35665536928,
California,US,2021-08-02 07:31:19,36.1162,-119.6816,3966943,64429,,,6.0,10039.786928718235,73566888.0,,1.624147359818379,84000006.0,USA,186187.6715972169,
Colorado,US,2021-08-02 04:30:45,39.0598,-105.3111,575082,6945,,,8.0,9986.2539279453,9466442.0,,1.2076538650140327,84000008.0,USA,164384.02454983178,
Connecticut,US,2021-08-02 04:30:45,41.5978,-72.7554,354335,8293,,,9.0,9938.470591568084,9056971.0,,2.340440543553417,84000009.0,USA,254032.0316428944,
Delaware,US,2021-08-02 04:30:45,39.3185,-75.5071,111563,1833,,,10.0,11456.882776524908,1952842.0,,1.6430178464186156,84000010.0,USA,200545.71744283012,
Diamond Princess,US,2021-08-02 04:30:45,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-08-02 04:30:45,38.8974,-77.0268,50398,1149,,,11.0,7141.065733001393,1730763.0,,2.2798523750942503,84000011.0,USA,245237.75449912078,
