Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-08-18 04:31:10,32.3182,-86.9023,641386,11832,,,1.0,13081.007549174668,2756534.0,,1.8447549525558715,84000001.0,USA,56219.25340365497,
Alaska,US,2021-08-18 04:31:10,61.3707,-152.4044,81337,408,,,2.0,11118.523125713391,2604753.0,,0.5016167303933019,84000002.0,USA,356061.89639735076,
American Samoa,US,2021-08-18 04:31:10,-14.270999999999999,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-08-18 04:31:10,33.7298,-111.4312,970523,18467,,,4.0,13333.70977330208,11196716.0,,1.9027884965116744,84000004.0,USA,153828.15405517208,
Arkansas,US,2021-08-18 04:31:10,34.9697,-92.3731,422866,6539,,,5.0,14012.374561104698,3471749.0,,1.5463527453141184,84000005.0,USA,115042.2293826902,
California,US,2021-08-18 07:30:41,36.1162,-119.6816,4163848,64744,,,6.0,10538.126391926873,77374498.0,,1.5549078640718874,84000006.0,USA,195824.20862526516,
Colorado,US,2021-08-18 04:31:10,39.0598,-105.3111,593562,7047,,,8.0,10307.157681824625,9778451.0,,1.18723907527773,84000008.0,USA,169802.03641910307,
Connecticut,US,2021-08-18 04:31:10,41.5978,-72.7554,364298,8304,,,9.0,10217.915135583757,9299121.0,,2.2794525361105467,84000009.0,USA,260823.9112307088,
Delaware,US,2021-08-18 04:31:10,39.3185,-75.5071,114912,1840,,,10.0,11800.805944766904,2002709.0,,1.6012252854358118,84000010.0,USA,205666.77346872547,
Diamond Princess,US,2021-08-18 04:31:10,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-08-18 04:31:10,38.8974,-77.0268,52843,1151,,,11.0,7487.506181376098,1782839.0,,2.1781503699638547,84000011.0,USA,252616.5818159147,
Florida,US,2021-08-18 04:31:10,27.7663,-81.6868,2920749,40766,,,12.0,13598.960635377927,24335454.0,,1.3957378740864073,84000012.0,USA,113305.48465138575,
Georgia,US,2021-08-18 04:31:10,33.0406,-83.6431,1279653,22060,,,13.0,12052.387853436752,9903161.0,,1.723904839827672,84000013.0,USA,93272.73670833306,
Grand Princess,US,2021-08-18 04:31:10,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2021-08-18 04:31:10,13.4443,144.7937,9081,144,,,66.0,5529.474088011252,185858.0,,1.5857284440039645,316.0,GUM,113170.02478246838,
Hawaii,US,2021-08-18 04:31:10,21.0943,-157.4983,52199,552,,,15.0,3686.70331781404,1974846.0,,1.0574915228261077,84000015.0,USA,139479.13370700178,
Idaho,US,2021-08-18 04:31:10,44.2405,-114.4788,210315,2258,,,16.0,11768.73812648113,850264.0,,1.0736276537574592,84000016.0,USA,47578.795399160066,
Illinois,US,2021-08-18 04:31:10,40.3495,-88.9861,1470452,26073,,,17.0,11604.109622444952,27779913.0,,1.7731282626022475,84000017.0,USA,219225.8949996216,
Indiana,US,2021-08-18 04:31:10,39.8494,-86.2583,806094,14173,,,18.0,11973.674653186416,11641847.0,,1.7582316702518566,84000018.0,USA,172927.33643988706,
Iowa,US,2021-08-18 04:31:10,42.0115,-93.2105,387273,6210,,,19.0,12274.624651750992,1541795.0,,1.6035199975211285,84000019.0,USA,48867.220061678505,
Kansas,US,2021-08-18 04:31:10,38.5266,-96.7265,351366,5400,,,20.0,12060.697885638145,1557922.0,,1.5368590017246972,84000020.0,USA,53475.93839867587,
Kentucky,US,2021-08-18 04:31:10,37.6681,-84.6701,522209,7459,,,21.0,11688.612841629187,5895445.0,,1.4283553136770908,84000021.0,USA,131957.84472140195,
Louisiana,US,2021-08-18 04:31:10,31.1695,-91.8678,631837,11706,,,22.0,13591.417473004829,8003786.0,,1.8526930205100367,84000022.0,USA,172169.08299227714,
Maine,US,2021-08-18 04:31:10,44.6939,-69.3819,72897,907,,,23.0,5423.02851038378,2465944.0,,1.2442212985445218,84000023.0,USA,183449.03928844558,
Maryland,US,2021-08-18 04:31:10,39.0639,-76.8021,481569,9899,,,24.0,7965.505948048853,11619817.0,,2.0555725140114918,84000024.0,USA,192200.33147636,
Massachusetts,US,2021-08-18 04:31:10,42.2302,-71.5301,739047,18154,,,25.0,10722.47629054351,25305580.0,,2.4564066967324134,84000025.0,USA,367146.44882998243,
Michigan,US,2021-08-18 04:31:10,43.3266,-84.5361,1032520,21304,,,26.0,10338.788269422505,14921978.0,,2.0633014372602947,84000026.0,USA,149416.1576560073,
Minnesota,US,2021-08-18 04:31:10,45.6945,-93.9002,629354,7830,,,27.0,11159.487001988782,9963763.0,,1.2441328727552379,84000027.0,USA,176673.99220374663,
Mississippi,US,2021-08-18 04:31:10,32.7416,-89.6787,392309,7880,,,28.0,13181.766101092386,2123003.0,,2.0086207555778737,84000028.0,USA,71333.89490915945,
Missouri,US,2021-08-18 04:31:10,38.4561,-92.2884,731097,10599,,,29.0,11912.107156287617,6330496.0,,1.449739227489649,84000029.0,USA,103145.74769756976,
Montana,US,2021-08-18 04:31:10,46.9219,-110.4544,120946,1743,,,30.0,11316.288321803033,1569087.0,,1.4411390207199908,84000030.0,USA,146811.3116100818,
Nebraska,US,2021-08-18 04:31:10,41.1254,-98.2681,235075,2302,,,31.0,12152.296723338612,3236114.0,,0.979261937679464,84000031.0,USA,167292.21549952234,
Nevada,US,2021-08-18 04:31:10,38.3135,-117.0554,374651,6223,,,32.0,12163.377439324502,,,1.6610125156478963,84000032.0,USA,,
New Hampshire,US,2021-08-18 04:31:10,43.4525,-71.5639,103733,1396,,,33.0,7629.047643212418,2182711.0,,1.3457626791859871,84000033.0,USA,160527.56799055095,
New Jersey,US,2021-08-18 04:31:10,40.2989,-74.521,1064059,26715,,,34.0,11979.691945342307,15021109.0,,2.5106690512462184,84000034.0,USA,169114.92548571914,
