Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-07-27 04:31:10,32.3182,-86.9023,572070,11483,,,1.0,11667.314204950457,2742766.0,,2.0072718373625604,84000001.0,USA,55938.456329916175,
Alaska,US,2021-07-27 04:31:10,61.3707,-152.4044,74383,384,,,2.0,10167.93225297145,2461647.0,,0.5162469919201969,84000002.0,USA,336499.73685829306,
American Samoa,US,2021-07-27 04:31:10,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-07-27 04:31:10,33.7298,-111.4312,918609,18171,,,4.0,12620.47968069098,10618850.0,,1.97809949608593,84000004.0,USA,145889.03511429278,
Arkansas,US,2021-07-27 04:31:10,34.9697,-92.3731,375971,6077,,,5.0,12458.430037205862,3268103.0,,1.6163480693989696,84000005.0,USA,108294.07741523307,
California,US,2021-07-27 04:31:10,36.1162,-119.6816,3917610,64267,,,6.0,9914.931893353609,72441974.0,,1.6404644668560682,84000006.0,USA,183340.66903803413,
Colorado,US,2021-07-27 04:31:10,39.0598,-105.3111,571087,6924,,,8.0,9916.881065567166,9356288.0,,1.2124247268804929,84000008.0,USA,162471.20895974393,
Connecticut,US,2021-07-27 04:31:10,41.5978,-72.7554,352626,8288,,,9.0,9890.536161604943,8985166.0,,2.3503655430966517,84000009.0,USA,252018.02828215517,
Delaware,US,2021-07-27 04:31:10,39.3185,-75.5071,110862,1698,,,10.0,11384.894081112056,1940857.0,,1.5316339232559395,84000010.0,USA,199314.9264092737,
Diamond Princess,US,2021-07-27 04:31:10,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-07-27 04:31:10,38.8974,-77.0268,50160,1147,,,11.0,7107.342695490891,1712749.0,,2.2866826156299838,84000011.0,USA,242685.28896250649,
Florida,US,2021-07-27 04:31:10,27.7663,-81.6868,2523510,38670,,,12.0,11749.422204024568,24335454.0,,1.5323894099884685,84000012.0,USA,113305.48465138575,
Georgia,US,2021-07-27 04:31:10,33.0406,-83.6431,1163818,21628,,,13.0,10961.398071829672,9367744.0,,1.8583661706555488,84000013.0,USA,88229.92170510678,
Grand Princess,US,2021-07-27 04:31:10,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-07-27 04:31:10,13.4443,144.7937,8506,143,,,66.0,5179.3532201986245,174280.0,,1.6811662355984012,316.0,GUM,106120.11276936473,
Hawaii,US,2021-07-27 04:31:10,21.0943,-157.4983,40822,529,,,15.0,2883.170230077295,1821326.0,,1.295869874087502,84000015.0,USA,128636.3456583646,
Idaho,US,2021-07-27 04:31:10,44.2405,-114.4788,198840,2188,,,16.0,11126.623821741236,818701.0,,1.1003822168577748,84000016.0,USA,45812.603346828466,
Illinois,US,2021-07-27 04:31:10,40.3495,-88.9861,1411821,25842,,,17.0,11141.421584159056,26534129.0,,1.8304020127197433,84000017.0,USA,209394.7586538667,
Indiana,US,2021-07-27 04:31:10,39.8494,-86.2583,766351,13965,,,18.0,11383.334380536346,11111463.0,,1.8222720398355323,84000018.0,USA,165049.04252223525,
Iowa,US,2021-07-27 04:31:10,42.0115,-93.2105,376673,6170,,,19.0,11938.657462433479,1512653.0,,1.6380255553225211,84000019.0,USA,47943.56385119823,
Kansas,US,2021-07-27 04:31:10,38.5266,-96.7265,329683,5245,,,20.0,11316.42521197509,1482618.0,,1.5909221888905405,84000020.0,USA,50891.11575339974,
Kentucky,US,2021-07-27 04:31:10,37.6681,-84.6701,476650,7319,,,21.0,10668.864977360698,5602057.0,,1.5355082345536557,84000021.0,USA,125390.93617639427,
Louisiana,US,2021-07-27 04:31:10,31.1695,-91.8678,520435,10914,,,22.0,11195.054029066465,7411765.0,,2.097091855851355,84000022.0,USA,159434.14571607177,
Maine,US,2021-07-27 04:31:10,44.6939,-69.3819,69905,897,,,23.0,5200.444572731087,2396744.0,,1.2831700164508977,84000023.0,USA,178301.04179995414,
Maryland,US,2021-07-27 04:31:10,39.0639,-76.8021,466205,9808,,,24.0,7711.374072064681,11183209.0,,2.103795540588368,84000024.0,USA,184978.51358325285,
Massachusetts,US,2021-07-27 04:31:10,42.2302,-71.5301,716452,18053,,,25.0,10394.656338923609,24414571.0,,2.5197780172293465,84000025.0,USA,354219.22921179724,
Michigan,US,2021-07-27 04:31:10,43.3266,-84.5361,1006360,21146,,,26.0,10076.843996064026,14513624.0,,2.101236138161294,84000026.0,USA,145327.24359625854,
Minnesota,US,2021-07-27 04:31:10,45.6945,-93.9002,609810,7746,,,27.0,10812.939567688105,9631236.0,,1.2702317115167021,84000027.0,USA,170777.73868933288,
Mississippi,US,2021-07-27 04:31:10,32.7416,-89.6787,336788,7508,,,28.0,11316.234503044034,2023999.0,,2.2292955806026344,84000028.0,USA,68007.31414993,
Missouri,US,2021-07-27 04:31:10,38.4561,-92.2884,671390,9981,,,29.0,10939.272933222192,5992322.0,,1.4866173163139158,84000029.0,USA,97635.71971842276,
Montana,US,2021-07-27 04:31:10,46.9219,-110.4544,115406,1695,,,30.0,10797.939328840977,1497028.0,,1.4687277957818483,84000030.0,USA,140069.1256743683,
Nebraska,US,2021-07-27 04:31:10,41.1254,-98.2681,226839,2284,,,31.0,11726.533389026514,3118888.0,,1.0068815327170373,84000031.0,USA,161232.17025570615,
Nevada,US,2021-07-27 04:31:10,38.3135,-117.0554,351443,5837,,,32.0,11409.9091084997,3663843.0,,1.6608667692911796,84000032.0,USA,118949.9168223947,
New Hampshire,US,2021-07-27 04:31:10,43.4525,-71.5639,100286,1385,,,33.0,7375.537890036928,2114235.0,,1.3810501964381867,84000033.0,USA,155491.4978256409,
New Jersey,US,2021-07-27 04:31:10,40.2989,-74.521,1034233,26579,,,34.0,11643.896381410439,14705801.0,,2.5699237986024426,84000034.0,USA,165565.03519965234,
New Mexico,US,2021-07-27 04:31:10,34.8405,-106.2485,209118,4400,,,35.0,9973.059319572554,3767590.0,,2.1040752111248198,84000035.0,USA,179680.36497015253,
New York,US,2021-07-27 04:31:10,42.1657,-74.9481,2138643,53610,,,36.0,10993.581072380528,60701600.0,,2.5067297346962536,84000036.0,USA,312033.3598563265,
North Carolina,US,2021-07-27 04:31:10,35.6301,-79.8064,1037373,13580,,,37.0,9890.967692478436,12773683.0,,1.3090759061591153,84000037.0,USA,121792.34071733215,
North Dakota,US,2021-07-27 04:31:10,47.5289,-99.784,111265,1569,,,38.0,14600.518068083698,1602462.0,,1.4101469464791263,84000038.0,USA,210279.74101844736,
