Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-08-06 04:30:49,32.3182,-86.9023,599633,11574,,,1.0,12229.459014905615,2756534.0,,1.9301806271502733,84000001.0,USA,56219.25340365497,
Alaska,US,2021-08-06 04:30:49,61.3707,-152.4044,77253,398,,,2.0,10560.25261603866,2522348.0,,0.5151903485948766,84000002.0,USA,344797.38088565983,
American Samoa,US,2021-08-06 04:30:49,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-08-06 04:30:49,33.7298,-111.4312,937936,18300,,,4.0,12886.00724550769,10817906.0,,1.951092611862643,84000004.0,USA,148623.80279381655,
Arkansas,US,2021-08-06 04:30:49,34.9697,-92.3731,397238,6247,,,5.0,13163.147772353672,3348863.0,,1.5726088642073517,84000005.0,USA,110970.19554616537,
California,US,2021-08-06 07:30:44,36.1162,-119.6816,4018046,64694,,,6.0,10169.121590551866,74464222.0,,1.6100860965753006,84000006.0,USA,188458.700488707,
Colorado,US,2021-08-06 04:30:49,39.0598,-105.3111,580610,6970,,,8.0,10082.247215361147,9546299.0,,1.2004615835070012,84000008.0,USA,165770.73510575932,
Connecticut,US,2021-08-06 04:30:49,41.5978,-72.7554,357345,8296,,,9.0,10022.895772486198,9129875.0,,2.3215659936475954,84000009.0,USA,256076.86001155025,
Delaware,US,2021-08-06 04:30:49,39.3185,-75.5071,112070,1833,,,10.0,11508.948780197255,1961741.0,,1.6355849022932096,84000010.0,USA,201459.5939057102,
Diamond Princess,US,2021-08-06 04:30:49,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-08-06 04:30:49,38.8974,-77.0268,50975,1149,,,11.0,7222.822844949124,1743392.0,,2.2540461010299166,84000011.0,USA,247027.20088870122,
Florida,US,2021-08-06 04:30:49,27.7663,-81.6868,2634234,39079,,,12.0,12264.951377326206,24335454.0,,1.483505261871193,84000012.0,USA,113305.48465138575,
Georgia,US,2021-08-06 04:30:49,33.0406,-83.6431,1205434,21767,,,13.0,11353.357589690078,9576038.0,,1.8057396755027648,84000013.0,USA,90191.73484940742,
Grand Princess,US,2021-08-06 04:30:49,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-08-06 04:30:49,13.4443,144.7937,8652,143,,,66.0,5268.253475330179,178204.0,,1.6527970411465558,316.0,GUM,108509.45935248953,
Hawaii,US,2021-08-06 04:30:49,21.0943,-157.4983,44617,538,,,15.0,3151.2029335985176,1875783.0,,1.205818410023085,84000015.0,USA,132482.52666907743,
Idaho,US,2021-08-06 04:30:49,44.2405,-114.4788,203412,2214,,,16.0,11382.46230551211,832072.0,,1.088431360981653,84000016.0,USA,46560.81340074368,
Illinois,US,2021-08-06 04:30:49,40.3495,-88.9861,1433313,25923,,,17.0,11311.026252659343,27056446.0,,1.8086070523326028,84000017.0,USA,213516.63663809645,
Indiana,US,2021-08-06 04:30:49,39.8494,-86.2583,779317,14045,,,18.0,11575.930610694631,11310917.0,,1.8022191226420057,84000018.0,USA,168011.72094966014,
Iowa,US,2021-08-06 04:30:49,42.0115,-93.2105,382401,6193,,,19.0,12120.206524736377,1529873.0,,1.619504133095886,84000019.0,USA,48489.35205874989,
Kansas,US,2021-08-06 04:30:49,38.5266,-96.7265,338312,5292,,,20.0,11612.617108900722,1512666.0,,1.56423656269952,84000020.0,USA,51922.518478955586,
Kentucky,US,2021-08-06 04:30:49,37.6681,-84.6701,492556,7366,,,21.0,11024.889243236916,5710288.0,,1.4954644751053687,84000021.0,USA,127813.47247213482,
Louisiana,US,2021-08-06 04:30:49,31.1695,-91.8678,567787,11162,,,22.0,12213.640785115449,7696209.0,,1.9658780493389247,84000022.0,USA,165552.80788953006,
Maine,US,2021-08-06 04:30:49,44.6939,-69.3819,70996,900,,,23.0,5281.607365504846,2418034.0,,1.2676770522282943,84000023.0,USA,179884.86935096545,
Maryland,US,2021-08-06 04:30:49,39.0639,-76.8021,471334,9842,,,24.0,7796.211509706103,11348393.0,,2.0881158583934107,84000024.0,USA,187710.7786055497,
Massachusetts,US,2021-08-06 04:30:49,42.2302,-71.5301,725189,18093,,,25.0,10521.417255821289,24799971.0,,2.4949358029424054,84000025.0,USA,359810.8118342495,
