Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-07-20 04:30:49,32.3182,-86.9023,560920,11443,,,1.0,11439.910996627705,2717536.0,,2.0400413606218355,84000001.0,USA,55423.89283700289,
Alaska,US,2021-07-20 04:30:49,61.3707,-152.4044,72899,381,,,2.0,9965.073918897675,2428810.0,,0.5226409141414834,84000002.0,USA,332011.01777744363,
American Samoa,US,2021-07-20 04:30:49,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-07-20 04:30:49,33.7298,-111.4312,909282,18117,,,4.0,12492.338965782019,10501169.0,,1.9924511867605432,84000004.0,USA,144272.2529258934,
Arkansas,US,2021-07-20 04:30:49,34.9697,-92.3731,365132,6007,,,5.0,12099.261582263127,3200464.0,,1.6451584632406908,84000005.0,USA,106052.74563888178,
California,US,2021-07-20 04:30:49,36.1162,-119.6816,3865655,64133,,,6.0,9783.440936745068,71458534.0,,1.6590461383646498,84000006.0,USA,180851.7177077078,
Colorado,US,2021-07-20 04:30:49,39.0598,-105.3111,566670,6886,,,8.0,9840.18020621192,9257186.0,,1.2151693225333968,84000008.0,USA,160750.31048480087,
Connecticut,US,2021-07-20 04:30:49,41.5978,-72.7554,351084,8282,,,9.0,9847.285786529948,8926296.0,,2.3589796174134965,84000009.0,USA,250366.82881350085,
Delaware,US,2021-07-20 04:30:49,39.3185,-75.5071,110423,1697,,,10.0,11339.811288977617,1930568.0,,1.536817510844661,84000010.0,USA,198258.30488701575,
Diamond Princess,US,2021-07-20 04:30:49,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-07-20 04:30:49,38.8974,-77.0268,49793,1146,,,11.0,7055.341204875955,1698967.0,,2.301528327274918,84000011.0,USA,240732.47004246552,
Florida,US,2021-07-20 04:30:49,27.7663,-81.6868,2450344,38388,,,12.0,11408.76247809534,24335454.0,,1.566637174209009,84000012.0,USA,113305.48465138575,
Georgia,US,2021-07-20 04:30:49,33.0406,-83.6431,1149266,21564,,,13.0,10824.340331924235,9281042.0,,1.8763280215372249,84000013.0,USA,87413.32053926832,
Grand Princess,US,2021-07-20 04:30:49,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-07-20 04:30:49,13.4443,144.7937,8478,143,,,66.0,5162.303856200793,171900.0,,1.6867185656994574,316.0,GUM,104670.91682954898,
Hawaii,US,2021-07-20 04:30:49,21.0943,-157.4983,39386,523,,,15.0,2781.748632644759,1768342.0,,1.3278830041131366,84000015.0,USA,124894.19947565881,
Idaho,US,2021-07-20 04:30:49,44.2405,-114.4788,197211,2176,,,16.0,11035.4687714213,812278.0,,1.1033867279208562,84000016.0,USA,45453.18720919496,
Illinois,US,2021-07-20 04:30:49,40.3495,-88.9861,1402763,25810,,,17.0,11069.940145145674,26292979.0,,1.839940175211351,84000017.0,USA,207491.71725200352,
Indiana,US,2021-07-20 04:30:49,39.8494,-86.2583,761472,13952,,,18.0,11310.861990674992,11022858.0,,1.832240712724828,84000018.0,USA,163732.90886704667,
Iowa,US,2021-07-20 04:30:49,42.0115,-93.2105,375278,6158,,,19.0,11894.442912518582,1506131.0,,1.640916866962625,84000019.0,USA,47736.84894471439,
Kansas,US,2021-07-20 04:30:49,38.5266,-96.7265,325184,5199,,,20.0,11161.99626954046,1470084.0,,1.5987871481991731,84000020.0,USA,50460.88406536336,
Kentucky,US,2021-07-20 04:30:49,37.6681,-84.6701,470680,7301,,,21.0,10535.2383668187,5560282.0,,1.55116002379536,84000021.0,USA,124455.88564785293,
Louisiana,US,2021-07-20 04:30:49,31.1695,-91.8678,499932,10841,,,22.0,10754.014912254665,7301289.0,,2.1684949153084823,84000022.0,USA,157057.70141675454,
Maine,US,2021-07-20 04:30:49,44.6939,-69.3819,69476,882,,,23.0,5168.529964023533,2382962.0,,1.2695031377741954,84000023.0,USA,177275.75709783874,
Maryland,US,2021-07-20 04:30:49,39.0639,-76.8021,464336,9782,,,24.0,7680.459435497742,11082194.0,,2.1066641397608628,84000024.0,USA,183307.65108308746,
Massachusetts,US,2021-07-20 04:30:49,42.2302,-71.5301,713037,18024,,,25.0,10345.109751856473,24206941.0,,2.5277790633585635,84000025.0,USA,351206.8257351502,
Michigan,US,2021-07-20 04:30:49,43.3266,-84.5361,1003432,21109,,,26.0,10047.525462715646,14433916.0,,2.1036801696577347,84000026.0,USA,144529.11461533894,
Minnesota,US,2021-07-20 04:30:49,45.6945,-93.9002,607784,7731,,,27.0,10777.015237873675,9566519.0,,1.2719979466389375,84000027.0,USA,169630.1992754137,
Mississippi,US,2021-07-20 04:30:49,32.7416,-89.6787,329130,7468,,,28.0,11058.922117138623,2006897.0,,2.269012244401908,84000028.0,USA,67432.67894181372,
Missouri,US,2021-07-20 04:30:49,38.4561,-92.2884,654368,9897,,,29.0,10661.925484095293,5903149.0,,1.512451709130031,84000029.0,USA,96182.78210351306,
Montana,US,2021-07-20 04:30:49,46.9219,-110.4544,114742,1692,,,30.0,10735.812301525668,1483924.0,,1.4746126091579368,84000030.0,USA,138843.0525328927,
Nebraska,US,2021-07-20 04:30:49,41.1254,-98.2681,225861,2275,,,31.0,11675.975285462011,3098229.0,,1.0072566755659451,84000031.0,USA,160164.19493715907,
