Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-08-04 04:31:04,32.3182,-86.9023,592417,11542,,,1.0,12082.28936905297,2756534.0,,1.94828980262214,84000001.0,USA,56219.25340365497,
Alaska,US,2021-08-04 04:31:04,61.3707,-152.4044,76532,391,,,2.0,10461.694085804702,2509643.0,,0.5108974023937699,84000002.0,USA,343060.6456198867,
American Samoa,US,2021-08-04 04:31:04,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-08-04 04:31:04,33.7298,-111.4312,933361,18282,,,4.0,12823.152761674895,10776001.0,,1.9587276520017445,84000004.0,USA,148048.0831992781,
Arkansas,US,2021-08-04 04:31:04,34.9697,-92.3731,391623,6215,,,5.0,12977.085324295414,3329935.0,,1.5869854426323275,84000005.0,USA,110342.98450131287,
California,US,2021-08-04 04:31:04,36.1162,-119.6816,3997767,64598,,,6.0,10117.798231701618,74176215.0,,1.6158520494065811,84000006.0,USA,187729.79439805247,
Colorado,US,2021-08-04 04:31:04,39.0598,-105.3111,578276,6957,,,8.0,10041.717488004311,9512097.0,,1.2030587470342882,84000008.0,USA,165176.8200521781,
Connecticut,US,2021-08-04 04:31:04,41.5978,-72.7554,356164,8292,,,9.0,9989.770809474803,9088536.0,,2.328140968767197,84000009.0,USA,254917.37411322005,
Delaware,US,2021-08-04 04:31:04,39.3185,-75.5071,111762,1833,,,10.0,11477.31893970202,1957625.0,,1.6400923390776831,84000010.0,USA,201036.9042190921,
Diamond Princess,US,2021-08-04 04:31:04,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-08-04 04:31:04,38.8974,-77.0268,50800,1149,,,11.0,7198.026493838461,1735161.0,,2.2618110236220472,84000011.0,USA,245860.9222258905,
Florida,US,2021-08-04 04:31:04,27.7663,-81.6868,2634234,39079,,,12.0,12264.951377326206,24335454.0,,1.483505261871193,84000012.0,USA,113305.48465138575,
Georgia,US,2021-08-04 04:31:04,33.0406,-83.6431,1194768,21723,,,13.0,11252.900068123878,9518427.0,,1.8181772528223048,84000013.0,USA,89649.12672312293,
Grand Princess,US,2021-08-04 04:31:04,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-08-04 04:31:04,13.4443,144.7937,8593,143,,,66.0,5232.328029763318,177345.0,,1.6641452344931922,316.0,GUM,107986.4092212703,
Hawaii,US,2021-08-04 04:31:04,21.0943,-157.4983,43616,538,,,15.0,3080.504452379876,1865038.0,,1.233492296404989,84000015.0,USA,131723.63038466757,
Idaho,US,2021-08-04 04:31:04,44.2405,-114.4788,202032,2209,,,16.0,11305.240715922475,828938.0,,1.0933911459570762,84000016.0,USA,46385.44205163215,
Illinois,US,2021-08-04 04:31:04,40.3495,-88.9861,1427901,25891,,,17.0,11268.31731603532,26960921.0,,1.813220944589296,84000017.0,USA,212762.7986538004,
Indiana,US,2021-08-04 04:31:04,39.8494,-86.2583,775686,14025,,,18.0,11521.995942199741,11270135.0,,1.808076979602571,84000018.0,USA,167405.94742981475,
Iowa,US,2021-08-04 04:31:04,42.0115,-93.2105,378831,6183,,,19.0,12007.05531097567,1520705.0,,1.6321261987535338,84000019.0,USA,48198.7721350081,
Kansas,US,2021-08-04 04:31:04,38.5266,-96.7265,333926,5261,,,20.0,11462.06691074151,1512666.0,,1.575498763199032,84000020.0,USA,51922.518478955586,
Kentucky,US,2021-08-04 04:31:04,37.6681,-84.6701,487871,7352,,,21.0,10920.024809335866,5688971.0,,1.506955732150507,84000021.0,USA,127336.33370213085,
Louisiana,US,2021-08-04 04:31:04,31.1695,-91.8678,557540,11085,,,22.0,11993.218026008466,7646143.0,,1.9881981561861035,84000022.0,USA,164475.8404007577,
Maine,US,2021-08-04 04:31:04,44.6939,-69.3819,70718,900,,,23.0,5260.926103918132,2417892.0,,1.2726604259170224,84000023.0,USA,179874.30554109023,
Maryland,US,2021-08-04 04:31:04,39.0639,-76.8021,469910,9835,,,24.0,7772.657500893199,11317158.0,,2.092953969909132,84000024.0,USA,187194.12870016272,
Massachusetts,US,2021-08-04 04:31:04,42.2302,-71.5301,722986,18086,,,25.0,10489.454991894816,24722878.0,,2.5015698782549043,84000025.0,USA,358692.30669903225,
Michigan,US,2021-08-04 04:31:04,43.3266,-84.5361,1014087,21216,,,26.0,10154.215685675683,14606098.0,,2.092128190184866,84000026.0,USA,146253.2005815243,
Minnesota,US,2021-08-04 04:31:04,45.6945,-93.9002,614990,7771,,,27.0,10904.78953236665,9727741.0,,1.2635977820777573,84000027.0,USA,172488.9319019397,
Mississippi,US,2021-08-04 04:31:04,32.7416,-89.6787,350070,7590,,,28.0,11762.515922421897,2072487.0,,2.1681378010112264,84000028.0,USA,69636.53365473301,
Missouri,US,2021-08-04 04:31:04,38.4561,-92.2884,692340,10193,,,29.0,11280.621133152195,6102063.0,,1.4722535170580928,84000029.0,USA,99423.78142765992,
Montana,US,2021-08-04 04:31:04,46.9219,-110.4544,117033,1716,,,30.0,10950.169258723514,1519213.0,,1.4662531080977157,84000030.0,USA,142144.86076622087,
Nebraska,US,2021-08-04 04:31:04,41.1254,-98.2681,229443,2281,,,31.0,11861.14821692218,3154257.0,,0.9941466943859696,84000031.0,USA,163060.58494381743,
Nevada,US,2021-08-04 04:31:04,38.3135,-117.0554,360147,5929,,,32.0,11692.492198447093,3744190.0,,1.6462722166226569,84000032.0,USA,121558.45353287301,
New Hampshire,US,2021-08-04 04:31:04,43.4525,-71.5639,101155,1388,,,33.0,7439.448529871421,2139902.0,,1.3721516484602838,84000033.0,USA,157379.17836952116,
New Jersey,US,2021-08-04 04:31:04,40.2989,-74.521,1042472,26614,,,34.0,11736.655036651997,14823432.0,,2.552970247642143,84000034.0,USA,166889.38201051767,
New Mexico,US,2021-08-04 04:31:04,34.8405,-106.2485,211970,4415,,,35.0,10109.07422589062,3827466.0,,2.082841911591263,84000035.0,USA,182535.914945854,
New York,US,2021-08-04 04:31:04,42.1657,-74.9481,2158388,53670,,,36.0,11095.079199124522,61423635.0,,2.486577946133874,84000036.0,USA,315744.94253262936,
North Carolina,US,2021-08-04 04:31:04,35.6301,-79.8064,1058887,13679,,,37.0,10096.095721582702,12995936.0,,1.291828117636726,84000037.0,USA,123911.4408313282,
North Dakota,US,2021-08-04 04:31:04,47.5289,-99.784,111837,1571,,,38.0,14675.577577677404,1609920.0,,1.404722945000313,84000038.0,USA,211258.40154738066,
Northern Mariana Islands,US,2021-08-04 04:31:04,15.0979,145.6739,183,2,,,69.0,331.8584070796461,17542.0,,1.0928961748633879,580.0,MNP,31811.25779776585,
Ohio,US,2021-08-04 04:31:04,40.3888,-82.7649,1132798,20606,,,39.0,9691.062613888153,14122908.0,,1.812326646056932,84000039.0,USA,120821.17528295591,
Oklahoma,US,2021-08-04 04:31:04,35.5653,-96.9289,487178,7485,,,40.0,12311.892101306785,4216856.0,,1.5363994269035135,84000040.0,USA,106567.77621064194,
Oregon,US,2021-08-04 04:31:04,44.572,-122.0709,223364,2872,,,41.0,5295.825699895465,5740690.0,,1.285793592521624,84000041.0,USA,136108.2969374335,
Pennsylvania,US,2021-08-04 04:31:04,40.5908,-77.2098,1233461,27868,,,42.0,9634.916886743145,15099009.0,,2.259333695998495,84000042.0,USA,117942.68062564339,
Puerto Rico,US,2021-08-04 04:31:04,18.2208,-66.5901,148005,2589,,,72.0,4634.288695159899,415664.0,,1.7492652275260971,630.0,PRI,13015.147975980166,
Rhode Island,US,2021-08-04 04:31:04,41.6809,-71.5118,154985,2740,,,44.0,14630.045848393513,4622968.0,,1.7679130238410168,84000044.0,USA,436392.1269520022,
South Carolina,US,2021-08-04 04:31:04,33.8569,-80.945,626038,9917,,,45.0,12159.113906890148,6947330.0,,1.5840891447484018,84000045.0,USA,134933.3056759416,
South Dakota,US,2021-08-04 04:31:04,44.2998,-99.4388,125225,2045,,,46.0,14155.17165371064,839052.0,,1.6330604911159912,84000046.0,USA,94844.6802666338,
Tennessee,US,2021-08-04 04:31:04,35.7478,-86.6923,903095,12766,,,47.0,13224.073658102725,8459184.0,,1.4135832885798283,84000047.0,USA,123868.33312491377,
Texas,US,2021-08-04 04:31:04,31.0545,-97.5635,3172919,53395,,,48.0,10942.654234234164,27142774.0,,1.6828352693529207,84000048.0,USA,93609.06812936637,
Utah,US,2021-08-04 04:31:04,40.15,-111.8624,435439,2471,,,49.0,13582.18042781596,3724798.0,,0.5674732855807587,84000049.0,USA,116183.61812600165,
Vermont,US,2021-08-04 04:31:04,44.0459,-72.7107,25077,260,,,50.0,4018.8208445982227,1780906.0,,1.0368066355624677,84000050.0,USA,285406.6337707876,
Virgin Islands,US,2021-08-04 04:31:04,18.3358,-64.8963,4691,39,,,78.0,4373.158817168214,146113.0,,0.8313792368364954,850.0,VIR,136213.03650669352,
Virginia,US,2021-08-04 04:31:04,37.7693,-78.17,699342,11536,,,51.0,8193.315485560983,8012421.0,,1.6495505775428905,84000051.0,USA,93871.51501859463,
Washington,US,2021-08-04 04:31:04,47.4009,-121.4905,481357,6136,,,53.0,6321.257567243559,8844896.0,,1.274729566621032,84000053.0,USA,116152.59728534595,
West Virginia,US,2021-08-04 04:31:04,38.4912,-80.9545,167948,2954,,,54.0,9371.329472414931,3170621.0,,1.7588777478743418,84000054.0,USA,176917.46268581762,
Wisconsin,US,2021-08-04 04:31:04,44.2685,-89.6165,690856,8299,,,55.0,11865.415735068873,9348795.0,,1.201263360237155,84000055.0,USA,160565.06608748162,
Wyoming,US,2021-08-04 04:31:04,42.756,-107.3025,65704,786,,,56.0,11352.566439571567,822614.0,,1.1962741994399124,84000056.0,USA,142134.1180007568,
