Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-07-28 04:31:19,32.3182,-86.9023,574737,11492,,,1.0,11721.707420788733,2745277.0,,1.9995232602042323,84000001.0,USA,55989.66794032858,
Alaska,US,2021-07-28 04:31:19,61.3707,-152.4044,74383,384,,,2.0,10167.93225297145,2471288.0,,0.5162469919201969,84000002.0,USA,337817.6325448195,
American Samoa,US,2021-07-28 04:31:19,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-07-28 04:31:19,33.7298,-111.4312,920084,18183,,,4.0,12640.744241052373,10631503.0,,1.9762326048491223,84000004.0,USA,146062.87069548108,
Arkansas,US,2021-07-28 04:31:19,34.9697,-92.3731,378023,6087,,,5.0,12526.426500859563,3271093.0,,1.6102194839996509,84000005.0,USA,108393.15608303256,
California,US,2021-07-28 04:31:19,36.1162,-119.6816,3927901,64292,,,6.0,9940.976998434133,73007339.0,,1.6368029642294957,84000006.0,USA,184771.5300655192,
Colorado,US,2021-07-28 04:31:19,39.0598,-105.3111,571958,6922,,,8.0,9932.005912408556,9392357.0,,1.2102287230880588,84000008.0,USA,163097.54432222625,
Connecticut,US,2021-07-28 04:31:19,41.5978,-72.7554,353114,8288,,,9.0,9904.223699242164,9005375.0,,2.34711736153197,84000009.0,USA,252584.85502008675,
Delaware,US,2021-07-28 04:31:19,39.3185,-75.5071,110943,1698,,,10.0,11393.21231838515,1942258.0,,1.5305156702090263,84000010.0,USA,199458.80110581208,
Diamond Princess,US,2021-07-28 04:31:19,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-07-28 04:31:19,38.8974,-77.0268,50228,1147,,,11.0,7116.977849065319,1715986.0,,2.2835868439913987,84000011.0,USA,243143.95061133636,
Florida,US,2021-07-28 04:31:19,27.7663,-81.6868,2523510,38670,,,12.0,11749.422204024568,24335454.0,,1.5323894099884685,84000012.0,USA,113305.48465138575,
Georgia,US,2021-07-28 04:31:19,33.0406,-83.6431,1167405,21644,,,13.0,10995.182164259631,9412509.0,,1.854026665981386,84000013.0,USA,88651.54002058694,
Grand Princess,US,2021-07-28 04:31:19,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-07-28 04:31:19,13.4443,144.7937,8514,143,,,66.0,5184.224467055149,174787.0,,1.6795865633074936,316.0,GUM,106428.8280388969,
Hawaii,US,2021-07-28 04:31:19,21.0943,-157.4983,40984,529,,,15.0,2894.61194232247,1825399.0,,1.2907476088229553,84000015.0,USA,128924.01290512134,
Idaho,US,2021-07-28 04:31:19,44.2405,-114.4788,199158,2189,,,16.0,11144.41836195102,821125.0,,1.0991273260426395,84000016.0,USA,45948.24474767286,
Illinois,US,2021-07-28 04:31:19,40.3495,-88.9861,1413490,25847,,,17.0,11154.592540409149,26647342.0,,1.8285944718392064,84000017.0,USA,210288.18194322663,
Indiana,US,2021-07-28 04:31:19,39.8494,-86.2583,767409,13980,,,18.0,11399.049852656308,11148775.0,,1.8217143661333133,84000018.0,USA,165603.27285847356,
Iowa,US,2021-07-28 04:31:19,42.0115,-93.2105,376673,6170,,,19.0,11938.657462433479,1512653.0,,1.6380255553225211,84000019.0,USA,47943.56385119823,
Kansas,US,2021-07-28 04:31:19,38.5266,-96.7265,329683,5371,,,20.0,11316.42521197509,1486866.0,,1.6291407200249937,84000020.0,USA,51036.929078019064,
Kentucky,US,2021-07-28 04:31:19,37.6681,-84.6701,477882,7323,,,21.0,10696.440854109063,5620675.0,,1.5323866561201298,84000021.0,USA,125807.66318394385,
Louisiana,US,2021-07-28 04:31:19,31.1695,-91.8678,527253,10934,,,22.0,11341.715722400259,7460701.0,,2.073767242670976,84000022.0,USA,160486.80582533882,
Maine,US,2021-07-28 04:31:19,44.6939,-69.3819,70077,898,,,23.0,5213.240173425025,2396743.0,,1.281447550551536,84000023.0,USA,178300.96740692688,
Maryland,US,2021-07-28 04:31:19,39.0639,-76.8021,466514,9810,,,24.0,7716.485159651189,11194813.0,,2.1028307832133657,84000024.0,USA,185170.4522898996,
Massachusetts,US,2021-07-28 04:31:19,42.2302,-71.5301,717284,18065,,,25.0,10406.727425436013,24489414.0,,2.5185282259188835,84000025.0,USA,355305.0901827681,
Michigan,US,2021-07-28 04:31:19,43.3266,-84.5361,1008429,21165,,,26.0,10097.561224717647,14513624.0,,2.0988091377776716,84000026.0,USA,145327.24359625854,
Minnesota,US,2021-07-28 04:31:19,45.6945,-93.9002,610839,7749,,,27.0,10831.185439049925,9644969.0,,1.2685830472514037,84000027.0,USA,171021.24748565155,
Mississippi,US,2021-07-28 04:31:19,32.7416,-89.6787,338079,7523,,,28.0,11359.612707562694,2025671.0,,2.225219549276944,84000028.0,USA,68063.49413285423,
Missouri,US,2021-07-28 04:31:19,38.4561,-92.2884,673931,10043,,,29.0,10980.674640908212,5999252.0,,1.4902119059666346,84000029.0,USA,97748.63346665737,
Montana,US,2021-07-28 04:31:19,46.9219,-110.4544,115665,1699,,,30.0,10822.172612085953,1500168.0,,1.4688972463580168,84000030.0,USA,140362.91914691354,
Nebraska,US,2021-07-28 04:31:19,41.1254,-98.2681,226839,2284,,,31.0,11726.533389026514,3126531.0,,1.0068815327170373,84000031.0,USA,161627.27821638455,
Nevada,US,2021-07-28 04:31:19,38.3135,-117.0554,352567,5854,,,32.0,11446.400766714412,3682468.0,,1.6603936273105535,84000032.0,USA,119554.5939880967,
New Hampshire,US,2021-07-28 04:31:19,43.4525,-71.5639,100398,1386,,,33.0,7383.774934526528,2120083.0,,1.3805055877607124,84000033.0,USA,155921.58922006222,
New Jersey,US,2021-07-28 04:31:19,40.2989,-74.521,1035027,26586,,,34.0,11652.835618242798,14705732.0,,2.5686286444701443,84000034.0,USA,165564.25836420973,
New Mexico,US,2021-07-28 04:31:19,34.8405,-106.2485,209356,4402,,,35.0,9984.409792119432,3783512.0,,2.102638567798391,84000035.0,USA,180439.70204532653,
New York,US,2021-07-28 04:31:19,42.1657,-74.9481,2140258,53611,,,36.0,11001.882894345154,60758468.0,,2.5048849250884704,84000036.0,USA,312325.68679842213,
North Carolina,US,2021-07-28 04:31:19,35.6301,-79.8064,1038976,13590,,,37.0,9906.251704315107,12831377.0,,1.3080186645312308,84000037.0,USA,122342.43165863279,
North Dakota,US,2021-07-28 04:31:19,47.5289,-99.784,111331,1569,,,38.0,14609.178780729128,1602706.0,,1.4093109735832787,84000038.0,USA,210311.75941065163,
Northern Mariana Islands,US,2021-07-28 04:31:19,15.0979,145.6739,183,2,,,69.0,331.8584070796461,17542.0,,1.0928961748633879,580.0,MNP,31811.25779776585,
Ohio,US,2021-07-28 04:31:19,40.3888,-82.7649,1123964,20588,,,39.0,9615.487933202729,13992453.0,,1.823012124943504,84000039.0,USA,119705.13555363545,
Oklahoma,US,2021-07-28 04:31:19,35.5653,-96.9289,475578,7454,,,40.0,12018.738575541747,4197533.0,,1.5673559332012834,84000040.0,USA,106079.44814354213,
Oregon,US,2021-07-28 04:31:19,44.572,-122.0709,216875,2843,,,41.0,5141.975424261873,5652262.0,,1.310893371757925,84000041.0,USA,134011.72239995052,
Pennsylvania,US,2021-07-28 04:31:19,40.5908,-77.2098,1226157,27831,,,42.0,9577.863252343051,14967627.0,,2.269774588409152,84000042.0,USA,116916.41822219967,
Puerto Rico,US,2021-07-28 04:31:19,18.2208,-66.5901,144413,2574,,,72.0,4521.817055735459,415664.0,,1.78238801215957,630.0,PRI,13015.147975980166,
Rhode Island,US,2021-07-28 04:31:19,41.6809,-71.5118,153802,2739,,,44.0,14518.37475610297,4587663.0,,1.7808611071377485,84000044.0,USA,433059.4575409138,
South Carolina,US,2021-07-28 04:31:19,33.8569,-80.945,611594,9883,,,45.0,11878.577835164275,6848822.0,,1.615941294388107,84000045.0,USA,133020.05122055722,
South Dakota,US,2021-07-28 04:31:19,44.2998,-99.4388,124960,2043,,,46.0,14125.216608885457,833472.0,,1.634923175416133,84000046.0,USA,94213.92875673,
Tennessee,US,2021-07-28 04:31:19,35.7478,-86.6923,886519,12703,,,47.0,12981.350306786735,8373249.0,,1.4329078113385048,84000047.0,USA,122609.98182210616,
Texas,US,2021-07-28 04:31:19,31.0545,-97.5635,3095920,53078,,,48.0,10677.102723659267,26575989.0,,1.7144499857877464,84000048.0,USA,91654.35945884867,
Utah,US,2021-07-28 04:31:19,40.15,-111.8624,429300,2441,,,49.0,13390.693203092493,3685929.0,,0.568600046587468,84000049.0,USA,114971.21921123107,
Vermont,US,2021-07-28 04:31:19,44.0459,-72.7107,24760,259,,,50.0,3968.018666995733,1767756.0,,1.0460420032310178,84000050.0,USA,283299.2248260787,
Virgin Islands,US,2021-07-28 04:31:19,18.3358,-64.8963,4450,36,,,78.0,4148.487899466756,141518.0,,0.8089887640449438,850.0,VIR,131929.37315881718,
Virginia,US,2021-07-28 04:31:19,37.7693,-78.17,691018,11515,,,51.0,8095.7935891186,7926618.0,,1.6663820624064785,84000051.0,USA,92866.26858893993,
Washington,US,2021-07-28 04:31:19,47.4009,-121.4905,470333,6097,,,53.0,6176.488625644511,8788802.0,,1.2963155891676748,84000053.0,USA,115415.96185264847,
West Virginia,US,2021-07-28 04:31:19,38.4912,-80.9545,166297,2936,,,54.0,9279.205333044669,3137699.0,,1.7655159142979129,84000054.0,USA,175080.44819984073,
Wisconsin,US,2021-07-28 04:31:19,44.2685,-89.6165,684119,8184,,,55.0,11749.708111762195,9265088.0,,1.1962831027935201,84000055.0,USA,159127.4027322594,
Wyoming,US,2021-07-28 04:31:19,42.756,-107.3025,64623,776,,,56.0,11165.787486674073,812240.0,,1.2008108568156848,84000056.0,USA,140341.66207350555,
